Name,Birthcity,Birthstate,Birthyear,Continent Name,Country Code,Country Name,countryCode3,Dead or Alive,Domain,First Initial,Gender,Industry,Occupation,To,Average Views,En Curid,HPI,L star,LAT,LON,Numlangs,Page Views English,Page Views Non English,Std Dev Page Views,Total Page Views
Esther,Susa,,-1000,Asia,IR,Iran,IRN,Alive,INSTITUTIONS,E,Female,RELIGION,RELIGIOUS FIGURE,0,"101,788.52","9,902",24.76127112,2.609403511,32.190556,48.257778,29,"2,360,111","591,756","10,464.78","2,951,867"
Rachel,Paddan Aram,,-3500,Asia,IQ,Iraq,IRQ,Alive,INSTITUTIONS,R,Female,RELIGION,RELIGIOUS FIGURE,0,"82,285.61","20,314,501",27.20987823,5.80459682,,,36,"1,663,946","1,298,336","8,501.52","2,962,282"
Mary Magdalene,Magdala,,1,Asia,IL,Israel,ISR,Alive,INSTITUTIONS,M,Female,RELIGION,RELIGIOUS FIGURE,0,"210,114.03","20,787",29.07592678,9.731113378,32.825,35.5075,65,"5,694,713","7,962,699","54,415.35","13,657,412"
Saint Barbara,Nicomedia,,250,Asia,TR,Turkey,TUR,Alive,INSTITUTIONS,S,Female,RELIGION,RELIGIOUS FIGURE,0,"68,022.64","30,865,462",25.68378061,9.243485097,40.766667,29.916667,39,"722,688","1,930,195","39,467.44","2,652,883"
Margaret the Virgin,Pisidia,,289,Asia,TR,Turkey,TUR,Dead,INSTITUTIONS,M,Female,RELIGION,RELIGIOUS FIGURE,304,"18,015.21","194,385",25.08638379,11.04998167,,,29,"154,702","367,739","2,955.06","522,441"
Saleh,Thamud,,-3500,Asia,YE,Yemen,YEM,Alive,INSTITUTIONS,S,Female,RELIGION,RELIGIOUS FIGURE,0,"24,973.10","405,128",25.5497499,7.632779744,,,29,"262,512","461,708","4,118.24","724,220"
Vandana Shiva,Dehradun,,1952,Asia,IN,India,IND,Alive,PUBLIC FIGURE,V,Female,ACTIVISM,SOCIAL ACTIVIST,0,"36,853.50","80,072",21.0405208,4.850651407,30.318,78.029,34,"758,132","494,887","5,547.44","1,253,019"
Shirin Ebadi,Hamadan,,1947,Asia,IR,Iran,IRN,Alive,PUBLIC FIGURE,S,Female,ACTIVISM,SOCIAL ACTIVIST,0,"28,276.23","337,976",24.06301499,11.44215799,34.8,48.516667,56,"667,794","915,675","5,304.38","1,583,469"
Sadako Sasaki,Hiroshima,,1943,Asia,JP,JAPAN,JPN,Dead,PUBLIC FIGURE,S,Female,ACTIVISM,SOCIAL ACTIVIST,1955,"80,820","602,445",23.22126566,5.89767763,34.385278,132.455278,30,"1,250,873","1,173,727","12,324.42","2,424,600"
Aung San Suu Kyi,Yangon,,1945,Asia,MM,,MMR,Alive,PUBLIC FIGURE,A,Female,ACTIVISM,SOCIAL ACTIVIST,0,"137,039.29","2,847",24.85515312,7.621078789,16.8,96.15,83,"6,031,638","5,342,623","135,137.40","11,374,261"
Malala Yousafzai,Mingora,,1998,Asia,PK,Pakistan,PAK,Alive,PUBLIC FIGURE,M,Female,ACTIVISM,SOCIAL ACTIVIST,0,"113,839.41","33,983,258",12.14292721,3.666891135,34.783333,72.366667,41,"3,388,680","1,278,736","181,157.88","4,667,416"
Yelena Bonner,Merv,,1923,Asia,TM,TURKMENISTAN,TKM,Dead,PUBLIC FIGURE,Y,Female,ACTIVISM,SOCIAL ACTIVIST,2011,"8,643.63","1,257,117",20.00053772,9.439637017,37.662778,62.1925,27,"84,917","148,461","6,489.69","233,378"
Mumtaz Mahal,Agra,,1593,Asia,IN,INDIA,IND,Dead,PUBLIC FIGURE,M,Female,COMPANIONS,COMPANION,1631,"54,533.89","368,552",23.89453867,5.411868578,27.18,78.02,35,"1,205,110","703,576","11,564.75","1,908,686"
Athaliah,Samaria,,-850,Asia,IL,Israel,ISR,Dead,PUBLIC FIGURE,A,Female,COMPANIONS,COMPANION,-836,"16,366.11","396,431",25.19029483,9.149011524,32.14306,35.26062,28,"165,394","292,857","1,708.14","458,251"
Queen Rania of Jordan,Kuwait City,,1970,Asia,KW,Kuwait,KWT,Alive,PUBLIC FIGURE,Q,Female,COMPANIONS,COMPANION,0,"148,003.21","571,725",19.39861242,4.871051429,29.369722,47.978333,38,"3,470,709","2,153,413","37,299.94","5,624,122"
Pulcheria,Istanbul,,399,Asia,TR,Turkey,TUR,Dead,PUBLIC FIGURE,P,Female,COMPANIONS,COMPANION,453,"8,409.37","300,459",23.82766628,10.04292831,41.01224,28.976018,30,"96,851","155,430","1,516.55","252,281"
Riyo Mori,Shizuoka,,1986,Asia,JP,JAPAN,JPN,Alive,PUBLIC FIGURE,R,Female,MEDIA PERSONALITY,CELEBRITY,0,"73,485.48","10,404,795",15.79014618,4.841213526,34.983333,138.383333,31,"957,264","1,320,786","20,160.79","2,278,050"
Bar Refaeli,Hod HaSharon,,1985,Asia,IL,Israel,ISR,Alive,PUBLIC FIGURE,B,Female,MEDIA PERSONALITY,MODEL,0,"419,797.39","1,229,883",17.08630699,5.02511556,32.15,34.883333,28,"6,861,364","4,892,963","117,054.85","11,754,327"
Anousheh Ansari,Mashhad,,1966,Asia,IR,Iran,IRN,Alive,SCIENCE & TECHNOLOGY,A,Female,ENGINEERING,ENGINEER,0,"31,959.68","754,409",18.86021531,5.054576657,36.3,59.6,28,"533,137","361,734","2,465.86","894,871"
Tansu Çiller,Istanbul,,1946,Asia,TR,TURKEY,TUR,Alive,SCIENCE & TECHNOLOGY,T,Female,SOCIAL SCIENCES,ECONOMIST,0,"30,389.47","753,267",22.18815018,5.372875615,41.013611,28.955,34,"212,418","820,824","6,725.47","1,033,242"
Saina Nehwal,Hisar,,1990,Asia,IN,India,IND,Alive,SPORTS,S,Female,INDIVIDUAL SPORTS,ATHLETE,0,"86,731.15","5,322,451",10.61219556,1.434365444,29.1667,75.7167,26,"2,116,252","138,758","46,471.96","2,255,010"
Alina Kabaeva,Tashkent,,1983,Asia,UZ,UZBEKISTAN,UZB,Alive,SPORTS,A,Female,INDIVIDUAL SPORTS,GYMNAST,0,"50,270.96","940,648",14.69659476,7.161765436,41.266667,69.216667,26,"650,674","656,371","35,260.29","1,307,045"
Li Na,Wuhan,,1982,Asia,CN,China,CHN,Alive,SPORTS,L,Female,INDIVIDUAL SPORTS,TENNIS PLAYER,0,"7,776.70","1,800,772",15.04266535,8.452022207,30.583333,114.283333,46,"33,172","324,556","8,325.90","357,728"
Zheng Jie,Chengdu,,1983,Asia,CN,China,CHN,Alive,SPORTS,Z,Female,INDIVIDUAL SPORTS,TENNIS PLAYER,0,"20,622","30,863,215",14.34354947,5.152048926,30.658611,104.064722,36,"466,933","275,459","11,916.56","742,392"
Shahar Pe'er,Jerusalem,,1987,Asia,IL,Israel,ISR,Alive,SPORTS,S,Female,INDIVIDUAL SPORTS,TENNIS PLAYER,0,"20,647.58","2,614,119",14.63148955,5.83352487,31.783333,35.216667,31,"324,396","315,679","4,384.28","640,075"
Ai Sugiyama,Yokohama,,1975,Asia,JP,JAPAN,JPN,Alive,SPORTS,A,Female,INDIVIDUAL SPORTS,TENNIS PLAYER,0,"38,198.81","1,514,559",16.95804485,3.819177392,35.444167,139.638056,27,"202,158","829,210","7,542.59","1,031,368"
Homare Sawa,Fuchu,,1978,Asia,JP,JAPAN,JPN,Alive,SPORTS,H,Female,TEAM SPORTS,SOCCER PLAYER,0,"94,129.65","13,227,897",15.09073718,2.329979353,35.668972,139.477661,26,"264,414","2,182,957","109,964.19","2,447,371"
Pina Bausch,Solingen,,1940,Europe,DE,Germany,DEU,Dead,ARTS,P,Female,DANCE,DANCER,2009,"97,821.23","2,317,680",23.4887183,8.593130876,51.166667,7.083333,30,"869,424","2,065,213","30,167.69","2,934,637"
Mata Hari,Leeuwarden,,1876,Europe,NL,NETHERLANDS,NLD,Dead,ARTS,M,Female,DANCE,DANCER,1917,"162,816.03","45,610",26.98219381,10.66324711,53.2,5.783333,61,"3,691,450","6,240,328","37,258.16","9,931,778"
Anna Pavlova,Saint Petersburg,,1881,Europe,RU,Russia,RUS,Dead,ARTS,A,Female,DANCE,DANCER,1931,"47,162.27","63,157",23.52055443,5.366838954,59.95,30.3,41,"1,172,967","760,686","9,280.63","1,933,653"
Maya Plisetskaya,Moscow,,1925,Europe,RU,Russia,RUS,Dead,ARTS,M,Female,DANCE,DANCER,2015,"25,480.68","2,324,345",22.37008405,7.109807103,55.75,37.616667,28,"341,359","372,100","3,574.01","713,459"
Coco Chanel,Saumur,,1883,Europe,FR,FRANCE,FRA,Dead,ARTS,C,Female,DESIGN,FASHION DESIGNER,1971,"363,641.98","11,291,214",27.16062738,8.842679974,47.26,-0.0769,57,"8,655,793","12,071,800","93,891.09","20,727,593"
Vivienne Westwood,Tintwistle,,1941,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,V,Female,DESIGN,FASHION DESIGNER,0,"152,191.11","149,006",24.00956238,5.129998104,53.4723,-1.9724,27,"2,248,147","1,861,013","12,028.53","4,109,160"
Masiela Lusha,Tirana,,1985,Europe,AL,ALBANIA,ALB,Alive,ARTS,M,Female,FILM AND THEATRE,ACTOR,0,"38,661.52","656,544",13.6304815,1.328414503,41.326,19.816,77,"2,873,152","103,785","14,484.05","2,976,937"
Hedy Lamarr,Vienna,,1913,Europe,AT,Austria,AUT,Dead,ARTS,H,Female,FILM AND THEATRE,ACTOR,2000,"164,698.45","170,982",22.37399092,2.969642845,48.2,16.366667,33,"4,231,643","1,203,406","47,347.34","5,435,049"
Romy Schneider,Vienna,,1938,Europe,AT,AUSTRIA,AUT,Dead,ARTS,R,Female,FILM AND THEATRE,ACTOR,1982,"210,811.41","154,224",25.39183186,7.504930183,48.2,16.366667,44,"1,500,468","7,775,234","69,914.20","9,275,702"
Audrey Hepburn,Ixelles,,1929,Europe,BE,BELGIUM,BEL,Dead,ARTS,A,Female,FILM AND THEATRE,ACTOR,1993,"437,288.70","52,139",27.16133005,6.828489093,50.833333,4.366667,80,"18,744,207","16,238,889","168,482.58","34,983,096"
Nina Dobrev,Sofia,,1989,Europe,BG,BULGARIA,BGR,Alive,ARTS,N,Female,FILM AND THEATRE,ACTOR,0,"473,772.29","8,900,348",17.81357569,6.516861503,42.7,23.333333,45,"11,019,050","10,300,703","227,460.88","21,319,753"
Ursula Andress,Ostermundigen,,1936,Europe,CH,SWITZERLAND,CHE,Alive,ARTS,U,Female,FILM AND THEATRE,ACTOR,0,"163,371.74","376,192",23.68062369,4.792511295,46.95,7.483333,35,"3,429,420","2,288,591","36,354.91","5,718,011"
Marlene Dietrich,Schöneberg,,1901,Europe,DE,Germany,DEU,Dead,ARTS,M,Female,FILM AND THEATRE,ACTOR,1992,"82,002.61","145,325",27.22983514,8.624033451,52.483333,13.366667,114,"4,066,011","5,282,286","30,287.85","9,348,297"
Luise Rainer,Düsseldorf,,1910,Europe,DE,Germany,DEU,Dead,ARTS,L,Female,FILM AND THEATRE,ACTOR,2014,"33,038.17","180,908",21.67648599,3.975299017,51.233333,6.783333,35,"789,990","366,346","8,934.24","1,156,336"
Simone Signoret,Wiesbaden,,1921,Europe,DE,Germany,DEU,Dead,ARTS,S,Female,FILM AND THEATRE,ACTOR,1985,"54,136.03","62,032",24.13714595,7.25317863,50.08,8.24,39,"601,241","1,510,064","10,758.48","2,111,305"
Nastassja Kinski,Berlin,,1961,Europe,DE,Germany,DEU,Alive,ARTS,N,Female,FILM AND THEATRE,ACTOR,0,"174,716.33","21,873",21.13143771,5.707630175,52.516667,13.383333,36,"3,119,790","3,169,998","49,995.57","6,289,788"
Jeri Ryan,Munich,,1968,Europe,DE,Germany,DEU,Alive,ARTS,J,Female,FILM AND THEATRE,ACTOR,0,"234,186.35","399,703",19.00755674,2.920618086,48.133333,11.566667,26,"4,312,161","1,776,684","27,788.99","6,088,845"
Franka Potente,Dülmen,,1974,Europe,DE,Germany,DEU,Alive,ARTS,F,Female,FILM AND THEATRE,ACTOR,0,"119,839.33","459,256",19.25745296,4.886860779,51.966667,7.633333,36,"2,105,629","2,208,587","16,905.08","4,314,216"
Allison Mack,Preetz,,1982,Europe,DE,Germany,DEU,Alive,ARTS,A,Female,FILM AND THEATRE,ACTOR,0,"130,668.82","591,122",17.52109313,4.687146534,54.236667,10.282222,28,"2,054,277","1,604,450","11,918.61","3,658,727"
Diane Kruger,Algermissen,,1976,Europe,DE,GERMANY,DEU,Alive,ARTS,D,Female,FILM AND THEATRE,ACTOR,0,"336,446.49","692,124",20.19377002,5.670705171,52.254444,9.971111,45,"7,456,758","7,683,334","84,914.64","15,140,092"
Connie Nielsen,Frederikshavn,,1965,Europe,DK,DENMARK,DNK,Alive,ARTS,C,Female,FILM AND THEATRE,ACTOR,0,"160,068.57","1,360,268",20.06650809,4.569608463,57.441111,10.539722,28,"2,773,489","1,708,431","18,485.28","4,481,920"
Victoria Abril,Madrid,,1959,Europe,ES,SPAIN,ESP,Alive,ARTS,V,Female,FILM AND THEATRE,ACTOR,0,"54,984.13","970,217",20.70272724,5.856412185,40.4,-3.683333,32,"414,018","1,345,474","11,366.23","1,759,492"
Penélope Cruz,Alcobendas,,1974,Europe,ES,SPAIN,ESP,Alive,ARTS,P,Female,FILM AND THEATRE,ACTOR,0,"326,359.59","23,006",21.58769437,6.997891885,40.533333,-3.633333,75,"11,767,114","12,709,855","160,171.06","24,476,969"
Paz Vega,Seville,,1976,Europe,ES,SPAIN,ESP,Alive,ARTS,P,Female,FILM AND THEATRE,ACTOR,0,"131,161.23","1,253,093",18.60979679,4.210508596,37.377222,-5.986944,30,"2,240,407","1,694,430","11,742.80","3,934,837"
Claudette Colbert,Saint-Mandé,,1903,Europe,FR,France,FRA,Dead,ARTS,C,Female,FILM AND THEATRE,ACTOR,1996,"59,387.75","61,350",23.1186913,4.069733788,48.8422,2.4186,36,"1,499,728","638,231","7,511.85","2,137,959"
Isabelle Adjani,Paris,,1955,Europe,FR,France,FRA,Alive,ARTS,I,Female,FILM AND THEATRE,ACTOR,0,"120,835.43","101,318",22.85037057,6.135230409,48.882244,2.307839,47,"2,028,750","3,650,515","33,342.05","5,679,265"
Emmanuelle Béart,Gassin,,1963,Europe,FR,France,FRA,Alive,ARTS,E,Female,FILM AND THEATRE,ACTOR,0,"101,513.69","169,157",20.83877302,5.790839318,43.2297,6.5858,36,"1,097,773","2,556,720","23,268.27","3,654,493"
Yeardley Smith,Paris,,1964,Europe,FR,France,FRA,Alive,ARTS,Y,Female,FILM AND THEATRE,ACTOR,0,"72,923.11","34,351",18.53233144,2.712868899,48.8567,2.3508,27,"1,552,061","416,863","6,159.26","1,968,924"
Julie Delpy,Paris,,1969,Europe,FR,France,FRA,Alive,ARTS,J,Female,FILM AND THEATRE,ACTOR,0,"123,955.93","155,979",18.83348526,5.223272092,48.8567,2.3508,28,"1,843,157","1,627,609","28,370.80","3,470,766"
Sarah Bernhardt,Paris,,1844,Europe,FR,FRANCE,FRA,Dead,ARTS,S,Female,FILM AND THEATRE,ACTOR,1923,"30,640.87","44,608",26.52736604,9.850249672,48.8567,2.3508,112,"1,364,158","2,067,619","13,265.21","3,431,777"
Jeanne Moreau,Paris,,1928,Europe,FR,FRANCE,FRA,Alive,ARTS,J,Female,FILM AND THEATRE,ACTOR,0,"77,665.14","800,094",23.85606188,6.040533817,48.8567,2.3508,37,"1,022,956","1,850,654","17,738.75","2,873,610"
Annie Girardot,Paris,,1931,Europe,FR,FRANCE,FRA,Dead,ARTS,A,Female,FILM AND THEATRE,ACTOR,2011,"50,532.71","2,418,448",21.85182582,4.389240004,48.8567,2.3508,35,"199,270","1,569,375","46,013.98","1,768,645"
Anouk Aimée,Paris,,1932,Europe,FR,FRANCE,FRA,Alive,ARTS,A,Female,FILM AND THEATRE,ACTOR,0,"49,125.03","154,996",23.19380029,7.006394282,48.8567,2.3508,33,"687,537","933,589","9,781.15","1,621,126"
Brigitte Bardot,Paris,,1934,Europe,FR,FRANCE,FRA,Alive,ARTS,B,Female,FILM AND THEATRE,ACTOR,0,"181,615.75","3,845",26.69015637,8.148912363,48.8567,2.3508,85,"6,460,772","8,976,567","79,860.08","15,437,339"
Catherine Deneuve,Paris,,1943,Europe,FR,FRANCE,FRA,Alive,ARTS,C,Female,FILM AND THEATRE,ACTOR,0,"144,374.71","45,379",25.47078058,7.283521974,48.8567,2.3508,52,"2,569,641","4,937,844","36,239.45","7,507,485"
Claude Jade,Dijon,,1948,Europe,FR,FRANCE,FRA,Dead,ARTS,C,Female,FILM AND THEATRE,ACTOR,2006,"16,243.43","304,329",22.23233492,9.530148935,47.2906,5.0428,42,"133,328","548,896","4,577.03","682,224"
Fanny Ardant,Saumur,,1949,Europe,FR,FRANCE,FRA,Alive,ARTS,F,Female,FILM AND THEATRE,ACTOR,0,"76,289","156,506",21.77495746,5.237436897,47.26,-0.0769,27,"477,678","1,582,125","19,059.16","2,059,803"
Isabelle Huppert,Paris,,1953,Europe,FR,FRANCE,FRA,Alive,ARTS,I,Female,FILM AND THEATRE,ACTOR,0,"75,652.87","145,320",22.29442771,6.178928032,48.8567,2.3508,38,"850,727","2,024,082","18,117.52","2,874,809"
Juliette Binoche,Paris,,1964,Europe,FR,FRANCE,FRA,Alive,ARTS,J,Female,FILM AND THEATRE,ACTOR,0,"135,998.37","55,117",21.83445321,7.288505437,48.8567,2.3508,46,"2,621,628","3,634,297","28,742.76","6,255,925"
Sophie Marceau,Paris,,1966,Europe,FR,FRANCE,FRA,Alive,ARTS,S,Female,FILM AND THEATRE,ACTOR,0,"212,081.82","42,798",22.14066644,7.349688758,48.8567,2.3508,51,"3,699,839","7,116,334","58,406.79","10,816,173"
Marion Cotillard,Paris,,1975,Europe,FR,FRANCE,FRA,Alive,ARTS,M,Female,FILM AND THEATRE,ACTOR,0,"345,001.77","2,539,269",20.22534558,5.619303982,48.8567,2.3508,52,"8,934,893","9,005,199","153,865.82","17,940,092"
Audrey Tautou,Beaumont,,1976,Europe,FR,FRANCE,FRA,Alive,ARTS,A,Female,FILM AND THEATRE,ACTOR,0,"170,865.27","342,753",20.94145503,8.041114602,45.7525,3.0836,56,"3,501,901","6,066,554","35,401.97","9,568,455"
Eva Green,Paris,,1980,Europe,FR,FRANCE,FRA,Alive,ARTS,E,Female,FILM AND THEATRE,ACTOR,0,"360,389.14","596,566",18.95933804,5.266505905,48.8567,2.3508,42,"8,353,075","6,783,269","116,086.90","15,136,344"
Mélanie Laurent,Paris,,1983,Europe,FR,FRANCE,FRA,Alive,ARTS,M,Female,FILM AND THEATRE,ACTOR,0,"260,567.89","19,257,393",17.30526974,5.091771715,48.8567,2.3508,27,"3,012,357","4,022,976","63,238.88","7,035,333"
Emma Watson,Paris,,1990,Europe,FR,FRANCE,FRA,Alive,ARTS,E,Female,FILM AND THEATRE,ACTOR,0,"616,320.51","149,243",19.335474,7.132567474,48.8567,2.3508,76,"23,324,583","23,515,776","387,006.82","46,840,359"
Greer Garson,London,,1904,Europe,GB,United Kingdom,GBR,Dead,ARTS,G,Female,FILM AND THEATRE,ACTOR,1996,"45,759.12","63,534",21.06802403,3.063473524,51.55033,0.056219,33,"1,162,997","347,054","15,372.70","1,510,051"
Angela Lansbury,London,,1925,Europe,GB,United Kingdom,GBR,Alive,ARTS,A,Female,FILM AND THEATRE,ACTOR,0,"236,610.06","165,527",23.8183026,3.631005684,51.5066,-0.0178,34,"5,350,883","2,693,859","42,515.83","8,044,742"
Jean Simmons,Lower Holloway,,1929,Europe,GB,United Kingdom,GBR,Dead,ARTS,J,Female,FILM AND THEATRE,ACTOR,2010,"76,480.08","193,611",22.5708237,3.372553744,51.55,-0.118039,37,"2,023,548","806,215","15,230.67","2,829,763"
Elizabeth Taylor,Hampstead,,1932,Europe,GB,United Kingdom,GBR,Dead,ARTS,E,Female,FILM AND THEATRE,ACTOR,2011,"338,903.06","42,357",24.87636195,4.915582997,51.583,-0.185,90,"19,611,496","10,889,779","763,547.95","30,501,275"
Judi Dench,York,,1934,Europe,GB,United Kingdom,GBR,Alive,ARTS,J,Female,FILM AND THEATRE,ACTOR,0,"197,975.36","85,432",23.70027016,4.522261911,53.96992,-1.0565,47,"5,998,010","3,306,832","108,191.78","9,304,842"
Imelda Staunton,Archway,,1956,Europe,GB,United Kingdom,GBR,Alive,ARTS,I,Female,FILM AND THEATRE,ACTOR,0,"97,396.29","1,056,489",20.49275888,4.354220573,51.566,-0.1338,28,"1,737,795","989,301","16,592.88","2,727,096"
Kim Cattrall,Mossley Hill,,1956,Europe,GB,United Kingdom,GBR,Alive,ARTS,K,Female,FILM AND THEATRE,ACTOR,0,"253,377.63","275,443",22.38490738,4.73412878,53.379,-2.918,35,"5,474,739","3,393,478","37,919.65","8,868,217"
Amanda Tapping,Rochford,,1965,Europe,GB,United Kingdom,GBR,Alive,ARTS,A,Female,FILM AND THEATRE,ACTOR,0,"119,339.55","530,997",20.37272996,4.402603664,51.5821,0.7065,31,"2,209,595","1,489,931","10,450.10","3,699,526"
Rachel Weisz,London,,1970,Europe,GB,United Kingdom,GBR,Alive,ARTS,R,Female,FILM AND THEATRE,ACTOR,0,"371,672.36","158,448",20.90258862,4.969063409,51.4995,-0.1333,53,"11,698,196","8,000,439","153,479.91","19,698,635"
Claire Forlani,Twickenham,,1972,Europe,GB,United Kingdom,GBR,Alive,ARTS,C,Female,FILM AND THEATRE,ACTOR,0,"215,274.86","333,813",19.31627087,4.8555144,51.4486,-0.3369,29,"3,509,423","2,733,548","31,522.93","6,242,971"
Jane Seymour,London,,1951,Europe,GB,UNITED KINGDOM,GBR,Dead,ARTS,J,Female,FILM AND THEATRE,ACTOR,1537,"30,759.88","46,402",20.81694175,3.611279547,51.5127,-0.4211,33,"190,190","824,886","7,900.47","1,015,076"
Sarah Siddons,Brecon,,1755,Europe,GB,UNITED KINGDOM,GBR,Dead,ARTS,S,Female,FILM AND THEATRE,ACTOR,1831,"8,054.90","221,970",21.46800736,4.197406818,51.94677,-3.39086,31,"180,908","68,794",809.3970278,"249,702"
Jessica Tandy,London,,1909,Europe,GB,UNITED KINGDOM,GBR,Dead,ARTS,J,Female,FILM AND THEATRE,ACTOR,1994,"78,985.57","84,047",23.07938119,3.807621976,51.533333,-0.083333,35,"1,928,770","835,725","11,555.87","2,764,495"
Deborah Kerr,Glasgow,,1921,Europe,GB,UNITED KINGDOM,GBR,Dead,ARTS,D,Female,FILM AND THEATRE,ACTOR,2007,"80,997.06","63,105",23.54425663,4.748226464,55.858,-4.259,36,"1,810,228","1,105,666","11,894.05","2,915,894"
Maggie Smith,Ilford,,1934,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,M,Female,FILM AND THEATRE,ACTOR,0,"217,273.47","82,765",24.3585138,5.000252565,51.558807,0.085459,47,"6,095,513","4,116,340","84,616.21","10,211,853"
Julie Andrews,Walton-on-Thames,,1935,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,J,Female,FILM AND THEATRE,ACTOR,0,"225,873.18","78,239",24.539833,4.150122139,51.3868,-0.4133,55,"8,382,445","4,040,580","81,115.87","12,423,025"
Vanessa Redgrave,Greenwich,,1937,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,V,Female,FILM AND THEATRE,ACTOR,0,"177,371.02","63,741",23.13087312,4.067510482,51.48,0,44,"5,177,179","2,627,146","104,322.52","7,804,325"
Lynn Redgrave,Marylebone,,1943,Europe,GB,UNITED KINGDOM,GBR,Dead,ARTS,L,Female,FILM AND THEATRE,ACTOR,2010,"75,009.74","214,328",20.08167079,2.941596265,51.5177,-0.147,27,"1,539,788","485,475","44,142.89","2,025,263"
Jacqueline Bisset,Weybridge,,1944,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,J,Female,FILM AND THEATRE,ACTOR,0,"119,967.63","159,213",23.02398066,4.867301327,51.37204,-0.4527,30,"2,106,322","1,492,707","20,065.79","3,599,029"
Helen Mirren,Hammersmith,,1945,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,H,Female,FILM AND THEATRE,ACTOR,0,"199,471.40","230,698",23.72467799,3.930008176,51.4928,-0.2229,47,"6,490,052","2,885,104","54,399.35","9,375,156"
Jane Birkin,Marylebone,,1946,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,J,Female,FILM AND THEATRE,ACTOR,0,"195,953.41","84,783",24.13448416,6.962716922,51.5177,-0.147,32,"2,413,546","3,856,963","33,402.54","6,270,509"
Charlotte Rampling,Sturmer,,1946,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,C,Female,FILM AND THEATRE,ACTOR,0,"115,599.16","476,099",22.8421619,5.366033798,52.067,0.478,31,"1,786,800","1,796,774","24,175.52","3,583,574"
Olivia Newton-John,Cambridge,,1948,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,O,Female,FILM AND THEATRE,ACTOR,0,"242,900.10","53,257",24.10245249,5.284372855,52.205,0.119,42,"5,971,714","4,230,090","45,071.80","10,201,804"
Julie Walters,Smethwick,,1950,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,J,Female,FILM AND THEATRE,ACTOR,0,"142,319.31","169,143",21.93781005,4.544379018,52.492854,-1.968226,29,"2,590,781","1,536,479","25,171.79","4,127,260"
Miranda Richardson,Southport,,1958,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,M,Female,FILM AND THEATRE,ACTOR,0,"121,284.68","20,192",20.61195726,3.531626519,53.6454,-3.0083,31,"2,652,309","1,107,516","14,949.88","3,759,825"
Emma Thompson,London,,1959,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,E,Female,FILM AND THEATRE,ACTOR,0,"261,354.94","160,985",22.43408594,4.753014996,51.5172,-0.173,49,"7,822,118","4,984,274","67,428.98","12,806,392"
Tilda Swinton,London,,1960,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,T,Female,FILM AND THEATRE,ACTOR,0,"246,862.78","476,044",21.56435946,4.669219931,51.507222,-0.1275,37,"5,515,442","3,618,481","52,856.92","9,133,923"
Kristin Scott Thomas,Redruth,,1960,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,K,Female,FILM AND THEATRE,ACTOR,0,"175,160.70","522,014",21.20110855,4.993222759,50.233,-5.224,33,"3,204,205","2,576,098","32,661.63","5,780,303"
Natasha Richardson,Marylebone,,1963,Europe,GB,UNITED KINGDOM,GBR,Dead,ARTS,N,Female,FILM AND THEATRE,ACTOR,2009,"363,048.32","594,667",19.35151653,3.575798894,51.5177,-0.147,38,"9,712,515","4,083,321","404,608.79","13,795,836"
Elizabeth Hurley,Basingstoke,,1965,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,E,Female,FILM AND THEATRE,ACTOR,0,"234,033.91","30,876,430",20.14328175,3.753508716,51.2667,-1.0876,35,"5,613,278","2,577,909","48,473.57","8,191,187"
Julia Ormond,Epsom,,1965,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,J,Female,FILM AND THEATRE,ACTOR,0,"127,790.44","1,422,819",19.52829262,4.375608641,51.336,-0.267,27,"2,124,828","1,325,514","17,463.05","3,450,342"
Helena Bonham Carter,Golders Green,,1966,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,H,Female,FILM AND THEATRE,ACTOR,0,"499,967.79","80,335",22.08327465,5.530602058,51.5734,-0.1982,47,"13,089,757","10,408,729","136,309.80","23,498,486"
Naomi Watts,Shoreham,,1968,Europe,GB,UNITED KINGDOM,GBR,Alive,ARTS,N,Female,FILM AND THEATRE,ACTOR,0,"273,029.24","335,017",21.38036616,5.520080085,51.33242,0.17329,54,"8,024,773","6,718,806","93,114.14","14,743,579"
