Pinterest Board,Pinboard URL,Image URL,Description,Pin Note,Original Link,Pinterest URL,Name,Week,Date Pinned
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/9a/83/fe/9a83fe3a831f2291f440ae570c2ed68e.jpg,“How did I use an analytic tool to create an infographic nightmare? #MakeoverMonday https://t.co/R06A3VCMJU”,Week 13 - Mike Cisneros,https://twitter.com/mikevizneros/status/714511916538966018,https://www.pinterest.com/pin/468937379931230476/,Mike Cisneros,13,28-03-16 21:13
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/08/61/ea/0861ea646970e6572bf788fdb5c77c6a.jpg,"“#MakeoverMonday Is a ""biscuit"" a cookie? https://t.co/rwDMTYykxF”",Week 13 - Matt Clements,https://twitter.com/merman0101/status/714553005643808768,https://www.pinterest.com/pin/468937379931230442/,Matt Clements,13,28-03-16 21:11
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/75/b8/3d/75b83da0c7017d290513334ec398bd9a.jpg,"“Chalk up another rankings based #MakeoverMonday from me, with a focus on soft drinks https://t.co/Z1YteBBpuj”",Week 13 - Rob Suddaby,https://twitter.com/robsuddaby/status/714547385310044162,https://www.pinterest.com/pin/468937379931230402/,Rob Suddaby,13,28-03-16 21:09
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/dd/f2/86/ddf28655584c52419a49edcfa42c9e2d.jpg,“Belated go at this week #MakeoverMonday: https://t.co/aArjkqsqvA. Thanks @VizWizBI & @acotgreave”,Week 13 - James Dunkerley,https://twitter.com/jdunkerley/status/714526491908907009,https://www.pinterest.com/pin/468937379931228829/,James Dunkerley,13,28-03-16 19:05
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/e2/8a/5d/e28a5dae85490759448fde28d4d19530.jpg,“@VizWizBI yeah :)”,Week 13 - Linette Tay,https://twitter.com/linette715/status/714521734943080448,https://www.pinterest.com/pin/468937379931228809/,Linette Tay,13,28-03-16 19:04
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/74/cc/3c/74cc3c6002efa2ece7a7f6dc10c9eaa8.jpg,,Week 13 - Ludovic Tavernier,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931263111/,Ludovic Tavernier,13,31-03-16 12:21
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/56/29/98/562998c83a40e5a427d97d7c4a227a2f.jpg,,Week 13 - JL Briggs,http://m.imgur.com/DGUYnGi?r,https://www.pinterest.com/pin/468937379931228002/,JL Briggs,13,28-03-16 18:15
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/79/b0/79/79b079739394b421fdd0c07f37ec8614.jpg,“@VizWizBI Thanks Andy - I may remember next time!”,Week 13 - Dave Kirk,https://twitter.com/daveedkirk/status/714515321302941696,https://www.pinterest.com/pin/468937379931227934/,Dave Kirk,13,28-03-16 18:12
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/46/20/72/4620721d3b3257c702288669b44f6dc3.jpg,“@VizWizBI @acotgreave My contribution for #MakeoverMonday this week: https://t.co/AqPOREaOMe”,Week 13 - Jeremy Poole,https://twitter.com/jkpoole19/status/714501302122848256,https://www.pinterest.com/pin/468937379931227012/,Jeremy Poole,13,28-03-16 17:20
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/1e/6b/70/1e6b7080f64fc5709978eb0e5c8b5114.png,,Week 13 - J Salazar,http://jrogel.com/makeover-monday-will-sugar-tax-impact-childhood-obesity/,https://www.pinterest.com/pin/468937379931227005/,J Salazar,13,28-03-16 17:19
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/a1/a1/55/a1a155172a7d32a80c5f4175b8840b0c.jpg,"“Ah sugar, sugar Oh honey honey! Now to find US stats #MakeoverMonday @VizWizBI @acotgreave https://t.co/bageCMROUY”",Week 13 - Sean Miller,https://twitter.com/kcmillersean/status/714490106992803842,https://www.pinterest.com/pin/468937379931226541/,Sean Miller,13,28-03-16 16:50
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/02/4e/18/024e18ef345a37d4202200d2dcd4233e.jpg,,Week 13 - Rob Radburn,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931263110/,Rob Radburn,13,31-03-16 12:21
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/09/34/74/093474ced3c79fb241355e1745dfba72.jpg,“1st ever #MakeoverMonday! @VizWizBI it's not my 1st viz choice bt hoped 4 smthng different https://t.co/ZrXmkEyjIZ”,Week 13 - Ahmad El Tannir,https://twitter.com/ahmadeltannir/status/714911774533877762,https://www.pinterest.com/pin/468937379931242620/,Ahmad El Tannir,13,29-03-16 21:01
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/40/5c/07/405c07225ffc8fe600cbe4cb705aa7fd.jpg,,Week 13 - Chris Dunigan,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931238995/,Chris Dunigan,13,29-03-16 14:22
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/71/88/9a/71889a7c28d1f60c711386c27f5f82eb.jpg,"“@VizWizBI oh yes, the Pinterest board. I forgot about that. Here you go Andy. Very funny exercise BTW!”",Week 13 - Tim Messar,https://twitter.com/timmessar/status/714802226716344320,https://www.pinterest.com/pin/468937379931238951/,Tim Messar,13,29-03-16 14:15
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/07/fc/91/07fc911d399544f410a18d432f385c0c.jpg,“First ever #MakeoverMonday from me... albeit a Tuesday (sorry @VizWizBI for my tardiness) https://t.co/Az3voWNUCN”,Week 13 - Fi Gordon,https://twitter.com/vizchic/status/714801236214685696,https://www.pinterest.com/pin/468937379931238940/,Fi Gordon,13,29-03-16 14:14
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/ae/86/ec/ae86ec3d36a6f5c491d5794f6d4f6c26.jpg,“Well I'm a bit late with my #MakeoverMonday #dataviz submission (on account of #PowerCutMonday) @VizWizBI”,Week 13 - Tom Dewar,https://twitter.com/nhs_analyst/status/714783584624709632,https://www.pinterest.com/pin/468937379931237923/,Tom Dewar,13,29-03-16 12:00
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/57/26/7e/57267e43c82fde134fe444027cb2f99f.jpg,“Kept it simple for this weeks #MakeoverMonday https://t.co/5OkUsph8I9 Playing storyteller a bit more this week!”,Week 13 - Andrew Lang,https://twitter.com/cloudstream_al/status/714738314562170881,https://www.pinterest.com/pin/468937379931237211/,Andrew Lang,13,29-03-16 10:12
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/57/06/6a/57066afc01ac6f3d04c3dea802977512.jpg,"“Yeah, Red makes sense for Soft Drinks - think Coke, Pepsi.... @VizWizBI #MakeOverMonday - https://t.co/vBsik86wKH”",Week 13 - knlranch,https://twitter.com/knlranch/status/714460897272471552,https://www.pinterest.com/pin/468937379931225241/,knlranch,13,28-03-16 14:47
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/bc/e2/f6/bce2f6256611366b5c7a2706479fc741.png,,Week 13 - Ben Sullins,http://bensullins.com/makeover-monday-sugar-tax-uk/,https://www.pinterest.com/pin/468937379931224981/,Ben Sullins,13,28-03-16 14:14
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/fb/6c/83/fb6c83fde45511ee9897b3d6f064d050.jpg,"“#MakeoverMonday ""SugarTax"" ""Avoid Unnecessary sugars"" Stay Healthy<3”",Week 13 - Samhitha Reddy,https://twitter.com/samhithaaa/status/714291628337311744,https://www.pinterest.com/pin/468937379931222114/,Samhitha Reddy,13,28-03-16 07:30
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/c0/87/ab/c087ab64e4bfd96003b66cc6e8fec28e.png,,Week 13 - Eva Murray,http://trimydata.com/2016/03/28/makeover-monday-sugar/,https://www.pinterest.com/pin/468937379931222111/,Eva Murray,13,28-03-16 07:29
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/85/c4/01/85c4017bd19234a866c7a2836eb6d91c.jpg,“How Sugar Tax can Help Minimize Sugar Block Intake. #MakeoverMonday @VizWizBI @acotgreave https://t.co/cpe09IEDct”,Week 13 - KK Molugu,https://twitter.com/kkmolugu/status/714336309234405377,https://www.pinterest.com/pin/468937379931222099/,KK Molugu,13,28-03-16 07:26
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/14/6a/4f/146a4f768dba846ccd315ee6eefa222a.jpg,,Week 13 - Randy Bird,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931217360/,Randy Bird,13,27-03-16 22:21
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/4c/50/3e/4c503ebd1f3c10bf8ecd3864904565d2.jpg,,Week 13 - Adam Crahen,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931217319/,Adam Crahen,13,27-03-16 22:17
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/25/09/e6/2509e6991bdb01f0eca0eb30ce21ac40.jpg,,Week 13 - Charlie H,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931216012/,Charlie H,13,27-03-16 20:42
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/2c/27/d9/2c27d973a025821eb44e5fe596c90fcd.png,,Week 13 - Andy Kriebel,http://vizwiz.blogspot.co.uk/2016/03/makeover-monday-will-sugar-tax-have.html,https://www.pinterest.com/pin/468937379931215977/,Andy Kriebel,13,27-03-16 20:38
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/5c/9e/8a/5c9e8acdda97b9e6f4ba1509da61d3ab.jpg,,Week 13 - Pattern,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931214866/,Pattern,13,27-03-16 18:53
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/33/81/19/338119ff79d847b5dd612c45fc217d3a.jpg,,Week 13 - Eric Hannell,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931214859/,Eric Hannell,13,27-03-16 18:52
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/04/63/04/046304bc0d8659beb76c7d14ef825875.jpg,,Week 13 - Pooja Gandhi,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931214848/,Pooja Gandhi,13,27-03-16 18:51
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/46/9a/4c/469a4c4b964a35d9073aeee5ce11bc95.jpg,,Week 13 - Arshadh,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931224951/,Arshadh,13,28-03-16 14:12
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/d8/45/a2/d845a29d1c283c498ff3b7ecc608f7ec.jpg,,Week 13 - Bhujang Hundre,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931214828/,Bhujang Hundre,13,27-03-16 18:50
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/e4/cf/6d/e4cf6d0abbb8e5aad52360f82dbd8a31.jpg,“@VizWizBI @acotgreave That's right...I remember you mentioning that. They need to get with the program. :-)”,Week 12 - Michael Mixon,https://twitter.com/mix_pix/status/713125277518274561,https://www.pinterest.com/pin/468937379931177020/,Michael Mixon,12,24-03-16 22:10
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/0e/9e/26/0e9e2685694c56a640d3a0bcf7dabff7.jpg,“@VizWizBI Sure!”,Week 12 - Naledi Holly,https://twitter.com/lediholly/status/712787268365328384,https://www.pinterest.com/pin/468937379931168895/,Naledi Holly,12,24-03-16 06:02
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/bc/ed/9b/bced9b5170abeef8c06b303a2cccb232.jpg,,Week 12 - Graeme Wiggins,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931164602/,Graeme Wiggins,12,23-03-16 22:53
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/d1/1a/81/d11a8111f7055ad38eb0da22290544b2.jpg,,Week 12 - Nai Louza,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931160809/,Nai Louza,12,23-03-16 16:42
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/08/2f/07/082f0738b8872fd9b61aa488ab6eb6cd.jpg,,Week 13 - Neil Richards,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931224519/,Neil Richards,13,28-03-16 13:32
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/ab/3a/d1/ab3ad199c8abf265c56dffdc23df3c7e.jpg,“#MakeoverMonday Thought Rank and % was important. @VizWizBI @acotgreave https://t.co/KtHqIWBej4”,Week 13 - Rody Zakovich,https://twitter.com/rodyzakovich/status/714426672540463109,https://www.pinterest.com/pin/468937379931224191/,Rody Zakovich,13,28-03-16 12:39
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/1b/76/d1/1b76d105c8c413db64a4115d9bc74ec4.jpg,"“#MakeoverMonday,Sugar Tax https://t.co/vvwqwFPACw”",Week 13 - Sandeep Ghattamaneni,https://twitter.com/sandeep0613/status/714365858131234816,https://www.pinterest.com/pin/468937379931223652/,Sandeep Ghattamaneni,13,28-03-16 11:43
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/4b/db/57/4bdb5703f4bc43294f9c73b8f1a00ea5.jpg,"“For #MakeoverMonday, I supplemented the dataset with additional info from the article. https://t.co/vE98REtY8M”",Week 13 - Dan Harrison,https://twitter.com/danosirra/status/714414655767199745,https://www.pinterest.com/pin/468937379931223603/,Dan Harrison,13,28-03-16 11:37
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/95/58/b1/9558b1614db7d32bef309a116fd1d2ba.jpg,“@VizWizBI”,Week 13 - Emily Kund,https://twitter.com/emily1852/status/714378411754590210,https://www.pinterest.com/pin/468937379931222894/,Emily Kund,13,28-03-16 09:25
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/fb/8c/e8/fb8ce8e03ac31417833f94335487fc8f.jpg,“My first makeovermonday #MakeOverMonday”,Week 13 - Mihir Dharurkar,https://twitter.com/mihirdharurkar/status/714246009505734658,https://www.pinterest.com/pin/468937379931222126/,Mihir Dharurkar,13,28-03-16 07:33
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/37/3e/77/373e77f55c1b4234393437c8b3b3be9e.jpg,“#MakeoverMonday 13 Sugar Tax”,Week 13 - Paula Jennings,https://twitter.com/pjtrilobyte/status/714251451682283524,https://www.pinterest.com/pin/468937379931222122/,Paula Jennings,13,28-03-16 07:32
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/64/eb/fe/64ebfee90c3202d05d811994e7794fbd.jpg,,Week 12 - knlranch,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931160804/,knlranch,12,23-03-16 16:41
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/59/af/c7/59afc7661745fb03d9975399efc1dc17.jpg,,Week 12 - Rob Radburn,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931156777/,Rob Radburn,12,23-03-16 08:16
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/68/ff/c0/68ffc0eb3cc2e5eb9262877076e6292b.jpg,,Week 12 - Sean Miller,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931134116/,Sean Miller,12,21-03-16 16:40
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/8a/c7/65/8ac765ab9e12172d688db2ab18e2bfae.png,,Week 12 - Andy Kriebel,http://vizwiz.blogspot.com/2016/03/makeover-monday-womens-rights-around.html,https://www.pinterest.com/pin/468937379931133931/,Andy Kriebel,12,21-03-16 16:16
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/fb/55/1a/fb551aef74e3f997a4ad9b2d00a5b319.jpg,,Week 12 - Ali Ahmad,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931133908/,Ali Ahmad,12,21-03-16 16:14
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/2a/20/9c/2a209c5791001445a3c578d86435d2fd.jpg,,Week 12 - Andrew Lang,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931133903/,Andrew Lang,12,21-03-16 16:13
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/3f/03/cf/3f03cff29e76fc394e42f9e5656701e6.jpg,“Haven't gotten around to this week's #MakeoverMonday yet but here's my one from last week (built in 9.3 by mistake!)”,Week 11 - Rob Suddaby,https://twitter.com/robsuddaby/status/711872843181629441,https://www.pinterest.com/pin/468937379931132049/,Rob Suddaby,11,21-03-16 12:29
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/46/58/b4/4658b46bd4dc0270717a2d19db719846.jpg,,Week 11 - Paula Jennings,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931131522/,Paula Jennings,11,21-03-16 10:58
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/4b/8e/14/4b8e14098c4dd614d76c54d78f618a50.jpg,,Week 12 - Nisa Mara,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931131517/,Nisa Mara,12,21-03-16 10:58
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/30/8b/8f/308b8fb9bf7a4481c3bed7ef6fe62b8e.png,,Week 12 - Andy Cotgreave,http://gravyanecdote.com/blog/makeovermonday/makeovermonday-womens-right-around-the-world/,https://www.pinterest.com/pin/468937379931131253/,Andy Cotgreave,12,21-03-16 10:09
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/ea/f6/ba/eaf6ba5c384a5c9143564ee44f55b577.jpg,“My Favorite thing to do on Sundays! #makeovermonday @acotgreave @VizWizBI https://t.co/fSGWuIpV7l”,Week 12 - Pooja Gandhi,https://twitter.com/drexelpooja/status/711698129108783104,https://www.pinterest.com/pin/468937379931130106/,Pooja Gandhi,12,21-03-16 06:31
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/86/22/fd/8622fd768acbd7fa5b2a43f732f13785.jpg,“#makeovermonday @VizWizBI @acotgreave Women's rights - around starting a family in my case. https://t.co/Rb8frD4248”,Week 12 - James Dunkerley,https://twitter.com/jdunkerley/status/711679439025913856,https://www.pinterest.com/pin/468937379931125165/,James Dunkerley,12,20-03-16 23:10
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/01/df/ee/01dfee18f69c2cef516caab18e06737d.jpg,,Week 12 - Neil Richards,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931156774/,Neil Richards,12,23-03-16 08:15
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/ab/e6/cd/abe6cd4c4447e2f9d2bd226e53f96f17.jpg,"“Now I'm done #makeovermonday. @VizWizBI @acotgreave https://t.co/vFwtR94iLP Sry, I like iteration!”",Week 12 - Rody Zakovich,https://twitter.com/rodyzakovich/status/711654100920827905,https://www.pinterest.com/pin/468937379931123529/,Rody Zakovich,12,20-03-16 20:56
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/e8/a9/01/e8a901b85f4c96c8c3748ce5af09f65a.jpg,“#MakeoverMonday Women's Rights @VizWizBI @acotgreave @tableau @tableaupublic https://t.co/C3ZS1Wwm6O”,Week 12 - Adam Crahen,https://twitter.com/acrahen/status/711635803194064896,https://www.pinterest.com/pin/468937379931122402/,Adam Crahen,12,20-03-16 19:30
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/75/21/42/75214220e2ad040cee355440e96298b0.jpg,,Week 11 - Josh Tapley,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931079872/,Josh Tapley,11,17-03-16 18:36
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/78/b7/3b/78b73bc6788f4c9f827e14378a2de304.jpg,“One of the data viz students @LindnerCollege decided to try week #8 of #MakeoverMonday. @VizWizBI @acotgreave”,Week 8 - Brian Stephens,https://twitter.com/highvizability/status/710280525341204480,https://www.pinterest.com/pin/468937379931074619/,Brian Stephens,8,17-03-16 06:57
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/41/cf/c9/41cfc9fe451f009efcdbf7126cab7d2e.jpg,“#MakeoverMonday https://t.co/Tkj32ntaMk @acotgreave @VizWizBI”,Week 11 - Jacqui Moore,https://twitter.com/jaxx084/status/709865734252437504,https://www.pinterest.com/pin/468937379931055967/,Jacqui Moore,11,15-03-16 22:26
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/04/16/d7/0416d70ba9b2247b698c1cd6d7a4b716.jpg,,Week 12 - Peter Empey,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931156770/,Peter Empey,12,23-03-16 08:13
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/31/9f/78/319f7876b3056f41f8910aede3dd8e53.jpg,"“My late night #dataviz for #makeovermonday. Interactive, dig in! @VizWizBI @acotgreave https://t.co/Jzsfosu4Fc”",Week 12 - Corey Jones,https://twitter.com/coreyj34/status/712130735734452224,https://www.pinterest.com/pin/468937379931143176/,Corey Jones,12,22-03-16 06:01
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/73/49/fe/7349fe8c55932c503afb0734c68d20ed.gif,,Week 12 - David Pires,http://ivisualize.co.uk/2016/03/21/makeovermonday-womens-rights/,https://www.pinterest.com/pin/468937379931143163/,David Pires,12,22-03-16 05:59
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/92/e6/f5/92e6f54ab54002456eac77fce483ef3d.jpg,“Inspired by @VizWizBI #makeovermonday about Women's rights worldwide... https://t.co/wo087PWDZr”,Week 12 - Simona Loffredo,https://twitter.com/simonaloffredo2/status/712031034913771521,https://www.pinterest.com/pin/468937379931138082/,Simona Loffredo,12,21-03-16 21:52
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/58/25/9d/58259dae1fb62efd218e96c6e3524f1f.jpg,"“#makeovermonday for this week ""Women's Rights"" @VizWizBI @acotgreave”",Week 12 - Pattern,https://twitter.com/patternproject/status/712023775173332992,https://www.pinterest.com/pin/468937379931137599/,Pattern,12,21-03-16 21:13
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/ce/f2/c9/cef2c99c8e6a43819325cec680b7f07f.jpg,,Week 12 - Steve Fenn,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931136463/,Steve Fenn,12,21-03-16 20:04
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/df/d3/fe/dfd3fe9ef24d61a49ba4d446b2d35416.jpg,,Week 12 - Mike Cisneros,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931134122/,Mike Cisneros,12,21-03-16 16:40
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/9f/12/58/9f1258660bdcdbf5b7d57f8ee665cf03.jpg,,Week 11 - Pooja Gandhi,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931052089/,Pooja Gandhi,11,15-03-16 17:17
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/3e/b2/54/3eb25421fd22e2db35011b5a9509bd76.jpg,,Week 11 - Amy Mullen,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931050471/,Amy Mullen,11,15-03-16 14:43
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/37/be/c4/37bec464d81a4e5afdba25c568bb576e.jpg,“#MakeoverMonday first attempt @VizWizBI @acotgreave”,Week 11 - Nick Bignell,https://twitter.com/ncbignell/status/709458329446252547,https://www.pinterest.com/pin/468937379931039838/,Nick Bignell,11,14-03-16 19:56
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/f4/45/ef/f445ef5dae0e31aecea4023a581d4a55.jpg,,Week 11 - Studio Terp,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931037261/,Studio Terp,11,14-03-16 15:55
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/90/45/cf/9045cfc815800f976674c672b68f7bd9.jpg,,Week 11 - Studio Terp,https://tweetdeck.twitter.com/,https://www.pinterest.com/pin/468937379931037257/,Studio Terp,11,14-03-16 15:55
