Pinterest Board,Pinboard URL,Image URL,Description,Pin Note,Original Link,Pinterest URL,Name,Week,Date Pinned
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/a2/4d/19/a24d1909a6356aaa2d7208804496b9c7.jpg,“@tableau #MakeoverMonday Facebook energy use. https://t.co/QtvrOgZwr1 (Made in San Diego!)”,Week 23 - Philip Riggs,https://twitter.com/productiveegg/status/739666901773623296,https://www.pinterest.com/pin/468937379932188250/,Philip Riggs,23,06-06-16 05:03
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/78/2d/02/782d02e88c439c51ce85aeb38b924f17.jpg,“#makeovermonday Facebook's energy goals @VizWizBI went area since I saw some awesome line graphs on #spoilersaturday”,Week 23 - Shawn Levin,https://twitter.com/shawnmlevin/status/739646987432140802,https://www.pinterest.com/pin/468937379932187137/,Shawn Levin,23,06-06-16 02:59
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/ac/64/0c/ac640c7b7bc7f47f7215a53371eb6d0c.jpg,“Trying #makeovermonday again with a Mobile Twist. https://t.co/yjLGomdcQY”,Week 23 - Rody Zakovich,https://twitter.com/rodyzakovich/status/739622170352099329,https://www.pinterest.com/pin/468937379932186289/,Rody Zakovich,23,06-06-16 01:53
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/22/d1/f1/22d1f18a852e4d0f48e71e2fb2daef4a.jpg,“My #makeovermonday entry for this week. Its kind of addictive :) https://t.co/YY3HKyt78U”,Week 23 - Sharad Joshi,https://twitter.com/sharjoshu/status/739443017694613504,https://www.pinterest.com/pin/468937379932183850/,Sharad Joshi,23,05-06-16 23:14
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/f6/d2/10/f6d210ed6c275d493c11db93810fc07d.png,,Week 23 - Andy Kriebel,http://vizwiz.blogspot.com/2016/06/makeover-monday-facebooks-drive-towards.html?m=1,https://www.pinterest.com/pin/468937379932183842/,Andy Kriebel,23,05-06-16 23:14
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/fb/02/75/fb027504a101b3b20e7c2f80cfa123c1.jpg,“@Tableau #MakeoverMonday Facebook Sustainability https://t.co/imIoeTA8qe”,Week 23 - Josh Tapley,https://twitter.com/josh_tapley/status/739475180716711936,https://www.pinterest.com/pin/468937379932183836/,Josh Tapley,23,05-06-16 23:13
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/c9/ad/30/c9ad3033016e0cc7fcfafb8d5205500a.jpg,“#MakeoverMonday Bit more complete than usual. https://t.co/bitDNIgXuj”,Week 23 - Charlie H,https://twitter.com/charliehtableau/status/739506497168773120,https://www.pinterest.com/pin/468937379932183831/,Charlie H,23,05-06-16 23:13
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/84/af/6d/84af6dde7794b2369392d4e62e2c4780.jpg,“Another mobile #makeovermonday @VizWizBI @acotgreave @thedataduo https://t.co/m2kIMzUBBw”,Week 23 - Adam Crahen,https://twitter.com/acrahen/status/739309932160417792,https://www.pinterest.com/pin/468937379932172613/,Adam Crahen,23,05-06-16 05:10
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/05/bd/28/05bd287db196908a7060a4492eccd46b.jpg,,Week 23 - Pooja Gandhi,https://twitter.com/i/notifications,https://www.pinterest.com/pin/468937379932170116/,Pooja Gandhi,23,05-06-16 01:56
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/be/5d/6c/be5d6caf1419cbcac2f58cd4b4dda4c8.jpg,“#makeovermonday Week1 - inspired by @DrexelPooja and @acrahen @VizWizBI @acotgreave https://t.co/i5Ain2ptIn”,Week 1 - Nisa Mara,https://twitter.com/nisa_mara/status/737758610072174592,https://www.pinterest.com/pin/468937379932109437/,Nisa Mara,1,31-05-16 21:36
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/ca/17/f1/ca17f17fa378f4dab4ade80bf7ce3835.jpg,“Going on with #makeovermonday https://t.co/WzVSNphhWB”,Week 22 - Hugues Stefanski,https://twitter.com/huguesstefanski/status/737380050081873920,https://www.pinterest.com/pin/468937379932101868/,Hugues Stefanski,22,31-05-16 08:11
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/84/70/4b/84704bfaac68fbe5bcacb9cfd0c481a9.jpg,"Kind of an obvious question for this post. Of course it’s important to have clean data. For me, I’ve been involved in the thankless task of producing clean data for the last twenty year…",Week 22 - Neil Charles,https://questionsindataviz.wordpress.com/2016/05/30/how-important-is-clean-data/,https://www.pinterest.com/pin/468937379932101841/,Neil Charles,22,31-05-16 08:08
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/d7/83/96/d783967db9a04f7e87f5c8804aa9103e.jpg,"For months I have been watching Makeover Monday posts go by on Twitter. After listening to Andy and Andy on Policy Viz Podcast I decided to finally post one. However, instead of using Tableau Publi…",Week 22 - Greg Frazier,https://gnfrazier.wordpress.com/2016/05/31/my-first-makeover-monday/,https://www.pinterest.com/pin/468937379932101832/,Greg Frazier,22,31-05-16 08:07
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/ad/cc/f8/adccf82ddd4b246cdc693cb8ad827958.jpg,“.@VizWizBI Popular Natural Scientists are old. Probably can do two more weeks of #makeovermonday with this data set”,Week 22 - Shawn Levin,https://twitter.com/shawnmlevin/status/737489583110299648,https://www.pinterest.com/pin/468937379932101818/,Shawn Levin,22,31-05-16 08:05
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/1d/86/b4/1d86b45bdef93c255c9cf67d42eef1cf.jpg,“I couldn't ignore the data quality in this week's #makeovermonday :-) @VizWizBI @acotgreave https://t.co/wIBQlOF8jh”,Week 22 - Michael Mixon,https://twitter.com/mix_pix/status/737486406549803008,https://www.pinterest.com/pin/468937379932101810/,Michael Mixon,22,31-05-16 08:04
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/dc/83/ed/dc83ed357e30da81e49f234024635e1a.png,“@acrahen @VizWizBI I also like mixing my classic wrestlers with #DataViz”,Week 22 - Josh Tapley,https://twitter.com/josh_tapley/status/737478124850417665,https://www.pinterest.com/pin/468937379932101800/,Josh Tapley,22,31-05-16 08:03
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/6b/6f/42/6b6f42208920dc432bd8d0bfb65bc255.jpg,"“A little late in the day @VizWizBI , but #MakeoverMonday's fun with inventors! But...they're all guys. This time.”",Week 22 - Jenny Richards,https://twitter.com/jnnyrchrds/status/737471280765501441,https://www.pinterest.com/pin/468937379932101789/,Jenny Richards,22,31-05-16 08:03
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/57/fc/6a/57fc6af06f2ef9270f93a023b6ccfd24.jpg,“Global Arms Industry compared to Development Aid for Low Income Nations https://t.co/NclmNNkAeb”,Week 22 - Dan Mantena,https://twitter.com/mapquestt/status/737452404950470657,https://www.pinterest.com/pin/468937379932101779/,Dan Mantena,22,31-05-16 08:02
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/29/75/c2/2975c22afe61bc7de5ca00d16515a48e.jpg,“@VizWizBI #makeovermonday storyboard #VizItPhilly https://t.co/zzVlCiWgUQ”,Week 22 - Jake Riley,https://twitter.com/yake_84/status/737439447030104069,https://www.pinterest.com/pin/468937379932101755/,Jake Riley,22,31-05-16 08:00
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/e0/f4/79/e0f4790a8af4c57539c057cd323c7e55.jpg,,Week 23 - Jeremy Poole,https://twitter.com/i/notifications,https://www.pinterest.com/pin/468937379932170076/,Jeremy Poole,23,05-06-16 01:55
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/50/9f/5f/509f5f5fb5b86465c264d2127690d9f1.jpg,“Here my #makeovermonday @VizWizBI https://t.co/9jZbpWP8dK”,Week 22 - Simona Loffredo,https://twitter.com/simonaloffredo2/status/737400344901222400,https://www.pinterest.com/pin/468937379932101741/,Simona Loffredo,22,31-05-16 07:58
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/ea/a1/15/eaa1150a7ffabc42edab52f6f89321c3.jpg,“Struggled again with #MakeoverMonday . Here's the first attempt. https://t.co/PHL4FiVMYg”,Week 22 - Charlie H,https://twitter.com/charliehtableau/status/737275544803377152,https://www.pinterest.com/pin/468937379932094277/,Charlie H,22,30-05-16 20:34
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/d0/89/db/d089dbbbf521d7a06ba97613523a986d.jpg,“#makeovermonday History of famous (female) people: not many from science or institutions... https://t.co/qYqdH0LNcV”,Week 22 - Alejandro Martínez,https://twitter.com/jano__13/status/737214670130421760,https://www.pinterest.com/pin/468937379932094167/,Alejandro Martínez,22,30-05-16 20:28
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/f4/fb/86/f4fb868aaaa94f45b9dc9f88233dacda.png,,Week 22 - Bill Shander,https://billshander.cartodb.com/viz/95024b5a-259c-11e6-87f5-0e3a376473ab/public_map,https://www.pinterest.com/pin/468937379932094110/,Bill Shander,22,30-05-16 20:25
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/3f/c0/1b/3fc01b2863ea9923edb5f569506875ac.jpg,“#MakeoverMonday my third.. https://t.co/yYE10bHMgk”,Week 22 - John Magrini,https://twitter.com/johnm1029/status/737341865083604993,https://www.pinterest.com/pin/468937379932094067/,John Magrini,22,30-05-16 20:24
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/80/ad/ca/80adcafc1a6f1192b3291972d436af4e.png,,Week 20 - Alexander Mou,http://vizdiff.blogspot.co.uk/2016/06/our-warming-earth-distribution-by-month.html?m=1,https://www.pinterest.com/pin/468937379932158267/,Alexander Mou,20,04-06-16 08:53
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/94/3f/6f/943f6f7bfdc3b2b636f35d6e2d76c18f.jpg,,Week 22 - Sharad Joshi,https://twitter.com/search?f=tweets&vertical=default&q=%23makeovermonday&src=tyah,https://www.pinterest.com/pin/468937379932147084/,Sharad Joshi,22,03-06-16 13:24
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/ee/e1/51/eee15138cbcc5a15ef70553dbe6496b6.jpg,“What really famous people are famous for - Tough #makeovermonday dataset. My colourful answer!”,Week 22 - Rob Radburn,https://twitter.com/robradburn/status/737768500639502336,https://www.pinterest.com/pin/468937379932118003/,Rob Radburn,22,01-06-16 11:48
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/60/03/f4/6003f42b4fa241ec5e262e5d3681af85.jpg,“@VizWizBI picture posted.”,Week 22 - Philip Riggs,https://twitter.com/productiveegg/status/737859797006098432,https://www.pinterest.com/pin/468937379932116247/,Philip Riggs,22,01-06-16 06:48
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/1d/69/70/1d697086022fb66437c2cd971f2cde75.jpg,"“Rounding out my #makeovermonday collection, here's Week 1: MLBs most overpaid. https://t.co/g3aaTlMd0i”",Week 1 - Steve Fenn,https://twitter.com/stathunting/status/737761160112414720,https://www.pinterest.com/pin/468937379932109637/,Steve Fenn,1,31-05-16 21:49
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/4b/0b/1d/4b0b1d9cbaa0b1c06fdcf661561a0a4a.jpg,"“Fame used to be for poiticians, thinkers, etc. Now? Mostly actors & athletes https://t.co/ENLaxzvTh0 #makeovermonday”",Week 22 - Steve Fenn,https://twitter.com/stathunting/status/737701204046675970,https://www.pinterest.com/pin/468937379932109606/,Steve Fenn,22,31-05-16 21:49
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/3f/8d/42/3f8d42d79bfa3291646c4c338a0d0ed1.jpg,“Simple #MakeoverMonday.. wanted to build an ABC poster for my kids & this week was perfect! https://t.co/EisNFQYtbW”,Week 22 - Curtis Harris,https://twitter.com/harris7curtis/status/737680439595307009,https://www.pinterest.com/pin/468937379932109584/,Curtis Harris,22,31-05-16 21:48
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/c4/0e/b6/c40eb68894b5ed482b221a6247d4d609.jpg,“Used #Alteryx algorithm to fit the gannt chart for #makeovermonday https://t.co/Qt58nzrmHn”,Week 22 - Chris Love,https://twitter.com/chrisluv/status/737377743877353472,https://www.pinterest.com/pin/468937379932094052/,Chris Love,22,30-05-16 20:23
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/4f/18/85/4f18859afa1dd8fcdb1877224c4b5b01.jpg,“#MakeoverMonday: Famous Philosophers. @tableau @VizWizBI @acotgreave”,Week 22 - Jeff St. Germaine,https://twitter.com/jeff_stgermaine/status/737293381303476224,https://www.pinterest.com/pin/468937379932089878/,Jeff St. Germaine,22,30-05-16 15:15
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/db/6c/25/db6c25ef5fd658be5cec038c033b9e74.jpg,“My early entry for #MakeoverMonday @VizWizBI @acotgreave No pastels this week! https://t.co/542nvgovRW”,Week 22 - Nisa Mara,https://twitter.com/nisa_mara/status/737030808406528000,https://www.pinterest.com/pin/468937379932078371/,Nisa Mara,22,29-05-16 21:55
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/33/cf/c4/33cfc4829be80ff808174e89d0c01996.jpg,"“@VizWizBI Thanks! Image attached. Birth>1500, North America vs Europe, sorted by # WikiViews + gender, domain, ...”",Week 22 - Adil Yalç?n,https://twitter.com/adilyalcin/status/737018148625502208,https://www.pinterest.com/pin/468937379932078349/,Adil Yalç?n,22,29-05-16 21:54
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/24/c3/00/24c300ced983287befbcc1dd19b1d77f.jpg,"“Ok, had coffee, and had to try again on that #makeovermonday ...@DrexelPooja I'm trying to Float!”",Week 22 - Rody Zakovich,https://twitter.com/rodyzakovich/status/736929202457415680,https://www.pinterest.com/pin/468937379932073841/,Rody Zakovich,22,29-05-16 14:40
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/95/2a/bb/952abbc2158f49ba5d3254d2f12a8959.jpg,“A more discovery viz this week. Famous people explorer. https://t.co/SArzMhly5U”,Week 22 - Dave Kirk,https://twitter.com/daveedkirk/status/736821728882614272,https://www.pinterest.com/pin/468937379932071189/,Dave Kirk,22,29-05-16 07:33
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/96/b1/c1/96b1c103e42da47513ec5336696240b8.png,,Week 22 - Andy Cotgreave,http://gravyanecdote.com/blog/makeovermonday/makeovermonday-horizontal-history/,https://www.pinterest.com/pin/468937379932070877/,Andy Cotgreave,22,29-05-16 06:31
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/3b/81/9c/3b819c034867c1f3253bf4b6153b9f8c.jpg,“Victims of the 21st-century Slave Trade - Week 17 (Late Submit) Link - https://t.co/6BqkbEFCBJ #makeovermonday”,Week 17 - Ashish Chaudhari,https://twitter.com/ashishcool1988/status/736789055392751616,https://www.pinterest.com/pin/468937379932070874/,Ashish Chaudhari,17,29-05-16 06:30
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/72/eb/94/72eb940a5c65116b55ead89673a92f31.jpg,“The Militarization Around the Globe - Week 21 Link - https://t.co/Nm3Yt8Ex2f #makeovermonday”,Week 21 - Ashish Chaudhari,https://twitter.com/ashishcool1988/status/736789985282560001,https://www.pinterest.com/pin/468937379932070871/,Ashish Chaudhari,21,29-05-16 06:30
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/3d/ae/ac/3daeacbcdb515630b5de1a232c709341.jpg,“Look who has an early #makeovermonday entry!! ?? @VizWizBI @acotgreave https://t.co/MPDsqC72YG”,Week 22 - Pooja Gandhi,https://twitter.com/drexelpooja/status/736805395595923456,https://www.pinterest.com/pin/468937379932070866/,Pooja Gandhi,22,29-05-16 06:29
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/87/08/3b/87083b686b286756be7b69d2d66708f2.jpg,"“Due to travel, a late entry for this week's #MakeoverMonday @VizWizBI @acotgreave https://t.co/onpMnFRu3k”",Week 21 - Michael Mixon,https://twitter.com/mix_pix/status/735884292937519104,https://www.pinterest.com/pin/468937379932032682/,Michael Mixon,21,26-05-16 17:36
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/90/a9/41/90a941b1c23e79be1aa6e46da72ad889.jpg,,Week 21 - Sharad Joshi,https://twitter.com/search?f=tweets&vertical=default&q=%23MakeoverMonday&src=tyah,https://www.pinterest.com/pin/468937379932030902/,Sharad Joshi,21,26-05-16 14:14
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/64/9f/d8/649fd857e955bf5f28c15e9dc6edcc2e.jpg,“How famous might I be? 76.5% of famous women from Canada are in the Arts. #makeovermonday https://t.co/Mdpf19GljN”,Week 22 - Dan Harrison,https://twitter.com/danosirra/status/737274671851278337,https://www.pinterest.com/pin/468937379932088589/,Dan Harrison,22,30-05-16 13:39
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/94/da/e4/94dae4dae75b03737422526c5b3fbf23.jpg,,Week 21 - Steve Fenn,https://twitter.com/search?f=tweets&vertical=default&q=%23MakeoverMonday&src=tyah,https://www.pinterest.com/pin/468937379932030465/,Steve Fenn,21,26-05-16 13:21
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/41/59/6d/41596dd0c63d73a178af590472218883.jpg,,Week 21 - Rob Radburn,https://twitter.com/search?f=tweets&vertical=default&q=%23MakeoverMonday&src=tyah,https://www.pinterest.com/pin/468937379932028848/,Rob Radburn,21,26-05-16 09:13
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/45/77/5b/45775bca1b6e5200e93505d567607259.jpg,,Week 21 - Rob Radburn,https://twitter.com/search?f=tweets&vertical=default&q=%23MakeoverMonday&src=tyah,https://www.pinterest.com/pin/468937379932028846/,Rob Radburn,21,26-05-16 09:13
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/2c/2d/ac/2c2dac3368b288364318cbaadd4307fb.jpg,"“When you play the Game of Arms, you win, or you buy: My #MakeoverMonday: https://t.co/3hAhfwwzAM #Tableau”",Week 21 - Alistair Hay,https://twitter.com/hayalistair/status/735219144623296513,https://www.pinterest.com/pin/468937379932008496/,Alistair Hay,21,24-05-16 21:32
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/b7/4e/26/b74e265c7c3726208d27f931f21ce9d6.jpg,,Week 21 - Emily Chen,https://twitter.com/search?f=tweets&vertical=default&q=%23MakeoverMonday&src=tyah,https://www.pinterest.com/pin/468937379932006136/,Emily Chen,21,24-05-16 18:14
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/c1/51/b5/c151b521ec5989dd8f77146d321444bc.png,,Week 22 - Andy Kriebel,http://vizwiz.blogspot.fr/2016/05/makeover-monday-history-of-famous.html,https://www.pinterest.com/pin/468937379932085462/,Andy Kriebel,22,30-05-16 07:16
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/be/f5/7f/bef57f86c8136098c832d0f830d571b6.jpg,“Had a lot of fun doing my second #makeovermonday -I looked @ the #gendergap in famous people https://t.co/mRT5f5kvkn”,Week 22 - Lindsey Poulter,https://twitter.com/datavizlinds/status/737174657229455360,https://www.pinterest.com/pin/468937379932085421/,Lindsey Poulter,22,30-05-16 07:12
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/39/9c/c3/399cc35031a3c5f940746b5afcf9b1ed.jpg,“#MakeoverMonday https://t.co/fFo8kJSKro”,Week 22 - John Magrini,https://twitter.com/johnm1029/status/737098014683078656,https://www.pinterest.com/pin/468937379932085149/,John Magrini,22,30-05-16 06:42
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/59/aa/ee/59aaeef77fd95cc338ae6e52c1a85027.jpg,"“My 1st #MakeoverMonday submission keeps it simple w/no dashboard. One worksheet, one focus. https://t.co/fIO1jXhK5S”",Week 22 - Robert Rouse,https://twitter.com/bibleviz/status/737109842133848064,https://www.pinterest.com/pin/468937379932085141/,Robert Rouse,22,30-05-16 06:42
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/99/7a/5b/997a5be03e3177d16f9f79e7daefc328.jpg,"“Lots of ways to go with this week's #makeovermonday, here's mine: https://t.co/kg6QGjYULu Jessica freaking Alba?!?!”",Week 22 - Jeremy Poole,https://twitter.com/jkpoole19/status/737155757330825216,https://www.pinterest.com/pin/468937379932085132/,Jeremy Poole,22,30-05-16 06:41
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/88/8a/7d/888a7da3c8e1006c7aaa5e10e1ba5726.jpg,“My second entry #MakeoverMonday @VizWizBI @acotgreave Tableau public: https://t.co/08d797NeHo”,Week 22 - Ma'an Alkhabaz,https://twitter.com/alkhabazmaan/status/737061097971273728,https://www.pinterest.com/pin/468937379932085115/,Ma'an Alkhabaz,22,30-05-16 06:40
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/c4/2c/79/c42c79a3306e317eeae006803cabd5d7.jpg,“#MakeoverMonday @VizWizBI great stuff @acotgreave thought about doing one big word cloud... https://t.co/Qw8UQDwfh5”,Week 22 - John Magrini,https://twitter.com/johnm1029/status/737053860556988416,https://www.pinterest.com/pin/468937379932085107/,John Magrini,22,30-05-16 06:39
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/f4/a5/ff/f4a5ffae9e823ecc56c4c1c3a93bfdc3.jpg,,Week 21 - Emily Chen,https://twitter.com/search?f=tweets&vertical=default&q=%23MakeoverMonday&src=tyah,https://www.pinterest.com/pin/468937379932006128/,Emily Chen,21,24-05-16 18:13
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/da/9b/9e/da9b9ea74950f731e0b23792677726ce.jpg,“Been a crazy few weeks but here's my attempt for this weeks' #MakeoverMonday (on a Tuesday) - oh how I missed it :)”,Week 21 - Waseem Ali,https://twitter.com/cloudstream_wa/status/735077872713498624,https://www.pinterest.com/pin/468937379932003053/,Waseem Ali,21,24-05-16 12:08
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/a7/3d/c5/a73dc5c0436e5aa5addb72881f912e1e.jpg,“Taking the focus away from the US & Russia. Value as a percent of total for #MakeoverMonday. https://t.co/pZUT7EsZah”,Week 21 - Curtis Harris,https://twitter.com/harris7curtis/status/734749424245563392,https://www.pinterest.com/pin/468937379931990906/,Curtis Harris,21,23-05-16 16:38
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/01/9f/21/019f214c57985e65f0129e1c1e68653e.jpg,“#MakeoverMonday : The Arms Race. Thanks to @sirvizalot for the nice blog post on bump charts.”,Week 21 - Jeff St. Germaine,https://twitter.com/jeff_stgermaine/status/734752964020215809,https://www.pinterest.com/pin/468937379931990902/,Jeff St. Germaine,21,23-05-16 16:37
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/c7/05/4a/c7054abec90795c8e6da089c56a08467.jpg,“Quick download of some GDP data & an image of an AK47 to augment this week's #MakeoverMonday https://t.co/Hx9Z15MCji”,Week 21 - Neil Charles,https://twitter.com/neilcharles_uk/status/734740257619447808,https://www.pinterest.com/pin/468937379931989056/,Neil Charles,21,23-05-16 13:54
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/ab/50/12/ab501297671fc9da313ad65faae0a2d4.jpg,“#MakeoverMonday week 21 Arms Race”,Week 21 - Paula Jennings,https://twitter.com/pjtrilobyte/status/734740876841385984,https://www.pinterest.com/pin/468937379931989049/,Paula Jennings,21,23-05-16 13:53
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/4d/c4/78/4dc478bfbbd44280b022055931ec6526.jpg,"“#MakeoverMonday working on ""Designing Small"" for this 540X540 viz”",Week 21 - Rody Zakovich,https://twitter.com/rodyzakovich/status/734733789268709377,https://www.pinterest.com/pin/468937379931988701/,Rody Zakovich,21,23-05-16 13:15
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/b1/78/43/b17843a57b6624ceb829e4d10d8dae4a.jpg,"“""It's a god damn arms race"" #makeovermonday #tableau https://t.co/VpIWcgGBUA”",Week 21 - Chris Love,https://twitter.com/chrisluv/status/734718536849973249,https://www.pinterest.com/pin/468937379931988403/,Chris Love,21,23-05-16 12:36
Makeover Monday,https://www.pinterest.com/andykriebel/makeover-monday/,https://s-media-cache-ak0.pinimg.com/originals/27/f8/c9/27f8c93acee97c3ac9bb585e80555e85.jpg,,Week 21 - Andrew Lang,https://twitter.com/search?f=tweets&vertical=default&q=%23MakeoverMonday&src=tyah,https://www.pinterest.com/pin/468937379931988156/,Andrew Lang,21,23-05-16 12:11
