Date,Clinton,Trump,Other,Undecided,State
01-04-16,0.3753,0.5217,0.0076,0.0954,Alabama
02-04-16,0.3755,0.5214,0.0076,0.0955,Alabama
03-04-16,0.3745,0.5226,0.0076,0.0954,Alabama
04-04-16,0.3733,0.5237,0.0076,0.0953,Alabama
05-04-16,0.3723,0.5247,0.0076,0.0953,Alabama
06-04-16,0.3711,0.5258,0.0077,0.0954,Alabama
07-04-16,0.3717,0.5252,0.0077,0.0954,Alabama
08-04-16,0.3719,0.5247,0.0078,0.0956,Alabama
09-04-16,0.3723,0.524,0.0079,0.0958,Alabama
10-04-16,0.3719,0.5241,0.0079,0.0961,Alabama
11-04-16,0.3718,0.5239,0.008,0.0963,Alabama
12-04-16,0.3716,0.5237,0.0081,0.0965,Alabama
13-04-16,0.3715,0.5236,0.0082,0.0967,Alabama
14-04-16,0.3715,0.5233,0.0083,0.0969,Alabama
15-04-16,0.3714,0.5234,0.0084,0.0968,Alabama
16-04-16,0.3717,0.523,0.0085,0.0968,Alabama
17-04-16,0.3717,0.5229,0.0086,0.0968,Alabama
18-04-16,0.3716,0.5228,0.0087,0.0969,Alabama
19-04-16,0.3716,0.5226,0.0088,0.097,Alabama
20-04-16,0.37,0.524,0.0089,0.0971,Alabama
21-04-16,0.3689,0.5248,0.009,0.0972,Alabama
22-04-16,0.367,0.5263,0.0092,0.0975,Alabama
23-04-16,0.3656,0.5276,0.0093,0.0975,Alabama
24-04-16,0.365,0.5276,0.0095,0.0979,Alabama
25-04-16,0.3639,0.5284,0.0096,0.0981,Alabama
26-04-16,0.3629,0.5289,0.0098,0.0984,Alabama
27-04-16,0.3606,0.531,0.0099,0.0985,Alabama
28-04-16,0.3587,0.5325,0.0101,0.0987,Alabama
29-04-16,0.356,0.5348,0.0103,0.0989,Alabama
30-04-16,0.3538,0.5363,0.0105,0.0993,Alabama
01-05-16,0.3522,0.5373,0.0108,0.0997,Alabama
02-05-16,0.3506,0.5383,0.011,0.1001,Alabama
03-05-16,0.3492,0.539,0.0112,0.1005,Alabama
04-05-16,0.3474,0.5403,0.0114,0.1009,Alabama
05-05-16,0.3454,0.5418,0.0117,0.1011,Alabama
06-05-16,0.3439,0.5426,0.0119,0.1016,Alabama
07-05-16,0.3423,0.5435,0.0122,0.1019,Alabama
08-05-16,0.3417,0.5436,0.0125,0.1022,Alabama
09-05-16,0.341,0.5439,0.0128,0.1023,Alabama
10-05-16,0.3406,0.5438,0.0131,0.1026,Alabama
11-05-16,0.34,0.5438,0.0134,0.1028,Alabama
12-05-16,0.3384,0.545,0.0138,0.1028,Alabama
13-05-16,0.3372,0.5455,0.0141,0.1031,Alabama
14-05-16,0.3365,0.5456,0.0145,0.1033,Alabama
15-05-16,0.336,0.5458,0.0148,0.1033,Alabama
16-05-16,0.3364,0.5452,0.0152,0.1032,Alabama
17-05-16,0.3374,0.544,0.0155,0.1031,Alabama
18-05-16,0.3381,0.5431,0.0159,0.1029,Alabama
19-05-16,0.3382,0.5427,0.0163,0.1028,Alabama
20-05-16,0.3384,0.5424,0.0167,0.1025,Alabama
21-05-16,0.3381,0.5425,0.0171,0.1022,Alabama
22-05-16,0.3391,0.5409,0.0177,0.1024,Alabama
23-05-16,0.3401,0.5393,0.0182,0.1024,Alabama
24-05-16,0.3404,0.5384,0.0187,0.1025,Alabama
25-05-16,0.3405,0.5377,0.0192,0.1026,Alabama
26-05-16,0.3406,0.5372,0.0197,0.1025,Alabama
27-05-16,0.3408,0.5369,0.0201,0.1022,Alabama
28-05-16,0.342,0.5353,0.0206,0.1021,Alabama
29-05-16,0.3426,0.5344,0.021,0.102,Alabama
30-05-16,0.3439,0.5328,0.0214,0.1018,Alabama
31-05-16,0.3445,0.5316,0.0221,0.1019,Alabama
01-06-16,0.3438,0.5321,0.0226,0.1015,Alabama
02-06-16,0.3432,0.5325,0.023,0.1012,Alabama
03-06-16,0.3423,0.5332,0.0236,0.1009,Alabama
04-06-16,0.3418,0.5334,0.0242,0.1006,Alabama
05-06-16,0.3436,0.5315,0.0247,0.1002,Alabama
06-06-16,0.3446,0.5305,0.0252,0.0998,Alabama
07-06-16,0.3455,0.5296,0.0256,0.0993,Alabama
08-06-16,0.3456,0.5294,0.0261,0.0989,Alabama
09-06-16,0.3458,0.5291,0.0266,0.0985,Alabama
10-06-16,0.3465,0.5284,0.027,0.0981,Alabama
11-06-16,0.3467,0.5281,0.0274,0.0977,Alabama
12-06-16,0.3466,0.5281,0.028,0.0973,Alabama
13-06-16,0.3464,0.5283,0.0285,0.0969,Alabama
14-06-16,0.346,0.5287,0.0289,0.0963,Alabama
15-06-16,0.3467,0.5278,0.0295,0.0959,Alabama
16-06-16,0.3466,0.5277,0.0301,0.0956,Alabama
17-06-16,0.3462,0.528,0.0307,0.095,Alabama
18-06-16,0.3462,0.5277,0.0314,0.0947,Alabama
19-06-16,0.3468,0.5278,0.0316,0.0938,Alabama
20-06-16,0.3467,0.5285,0.0317,0.0932,Alabama
21-06-16,0.3471,0.5285,0.0318,0.0926,Alabama
22-06-16,0.345,0.5319,0.0314,0.0917,Alabama
23-06-16,0.3442,0.5333,0.0314,0.091,Alabama
24-06-16,0.3447,0.5333,0.0315,0.0905,Alabama
25-06-16,0.3448,0.5336,0.0316,0.09,Alabama
26-06-16,0.3449,0.5341,0.0316,0.0894,Alabama
27-06-16,0.3451,0.5345,0.0317,0.0888,Alabama
28-06-16,0.3439,0.5348,0.0324,0.0889,Alabama
29-06-16,0.3434,0.5345,0.0332,0.0889,Alabama
30-06-16,0.343,0.5339,0.0341,0.089,Alabama
01-07-16,0.3429,0.5332,0.0348,0.089,Alabama
02-07-16,0.3419,0.5337,0.0355,0.0888,Alabama
03-07-16,0.3412,0.5338,0.0363,0.0887,Alabama
04-07-16,0.3402,0.5343,0.037,0.0885,Alabama
05-07-16,0.3392,0.5347,0.0377,0.0884,Alabama
06-07-16,0.3387,0.5346,0.0385,0.0882,Alabama
07-07-16,0.338,0.5347,0.0393,0.088,Alabama
08-07-16,0.3364,0.5359,0.04,0.0877,Alabama
09-07-16,0.335,0.5367,0.041,0.0874,Alabama
10-07-16,0.3333,0.5379,0.0419,0.087,Alabama
11-07-16,0.3328,0.5389,0.0422,0.0861,Alabama
12-07-16,0.3323,0.5403,0.0423,0.0851,Alabama
13-07-16,0.3324,0.5411,0.0423,0.0842,Alabama
14-07-16,0.3323,0.5419,0.0425,0.0833,Alabama
15-07-16,0.332,0.5426,0.0428,0.0825,Alabama
16-07-16,0.3309,0.5443,0.0431,0.0817,Alabama
17-07-16,0.3303,0.5453,0.0435,0.0809,Alabama
18-07-16,0.3296,0.5466,0.0437,0.08,Alabama
19-07-16,0.3293,0.5478,0.0438,0.0791,Alabama
20-07-16,0.3285,0.549,0.0442,0.0783,Alabama
21-07-16,0.3296,0.5482,0.0447,0.0775,Alabama
22-07-16,0.3307,0.5471,0.0454,0.0768,Alabama
23-07-16,0.3317,0.5468,0.0457,0.0759,Alabama
24-07-16,0.3336,0.5455,0.0459,0.075,Alabama
25-07-16,0.3354,0.5446,0.046,0.0741,Alabama
26-07-16,0.3371,0.5436,0.0461,0.0732,Alabama
27-07-16,0.3394,0.5418,0.0464,0.0724,Alabama
28-07-16,0.3417,0.54,0.0467,0.0716,Alabama
29-07-16,0.3445,0.5372,0.0473,0.071,Alabama
30-07-16,0.3468,0.5353,0.0477,0.0703,Alabama
31-07-16,0.3507,0.5315,0.0481,0.0696,Alabama
01-08-16,0.3514,0.5306,0.0488,0.0692,Alabama
02-08-16,0.3529,0.5288,0.0495,0.0688,Alabama
03-08-16,0.3537,0.5276,0.0502,0.0684,Alabama
04-08-16,0.3543,0.527,0.051,0.0678,Alabama
05-08-16,0.3543,0.5261,0.0522,0.0675,Alabama
06-08-16,0.3541,0.5256,0.0532,0.067,Alabama
07-08-16,0.3538,0.5255,0.0541,0.0666,Alabama
08-08-16,0.3537,0.5255,0.0547,0.0661,Alabama
09-08-16,0.3545,0.5243,0.0555,0.0657,Alabama
10-08-16,0.3539,0.5256,0.0556,0.0649,Alabama
11-08-16,0.3538,0.5265,0.0555,0.0642,Alabama
12-08-16,0.3539,0.5268,0.0559,0.0635,Alabama
13-08-16,0.3544,0.5269,0.0559,0.0627,Alabama
14-08-16,0.3552,0.5265,0.0562,0.0621,Alabama
15-08-16,0.3559,0.5262,0.0564,0.0615,Alabama
16-08-16,0.3568,0.5262,0.0562,0.0608,Alabama
17-08-16,0.357,0.527,0.0558,0.0601,Alabama
18-08-16,0.3549,0.5301,0.0556,0.0594,Alabama
19-08-16,0.3521,0.5333,0.0557,0.0589,Alabama
20-08-16,0.3496,0.5364,0.0557,0.0583,Alabama
21-08-16,0.3479,0.5387,0.0558,0.0576,Alabama
22-08-16,0.3472,0.5402,0.0557,0.057,Alabama
23-08-16,0.3464,0.5417,0.0555,0.0564,Alabama
24-08-16,0.3453,0.5435,0.0553,0.0559,Alabama
25-08-16,0.3441,0.5453,0.0553,0.0553,Alabama
26-08-16,0.3423,0.5474,0.0555,0.0547,Alabama
27-08-16,0.341,0.5477,0.0569,0.0544,Alabama
28-08-16,0.34,0.5464,0.0592,0.0544,Alabama
29-08-16,0.3387,0.5453,0.0616,0.0543,Alabama
30-08-16,0.3379,0.5436,0.0641,0.0543,Alabama
31-08-16,0.3365,0.5416,0.0677,0.0543,Alabama
01-09-16,0.3377,0.5418,0.0667,0.0538,Alabama
02-09-16,0.3376,0.5431,0.0659,0.0534,Alabama
03-09-16,0.3371,0.5449,0.065,0.053,Alabama
04-09-16,0.3369,0.5462,0.0642,0.0526,Alabama
05-09-16,0.3373,0.5466,0.0637,0.0524,Alabama
06-09-16,0.3382,0.5466,0.0632,0.052,Alabama
07-09-16,0.3385,0.5472,0.0626,0.0517,Alabama
08-09-16,0.339,0.5485,0.0613,0.0512,Alabama
09-09-16,0.3389,0.5501,0.0602,0.0508,Alabama
10-09-16,0.3378,0.5528,0.0591,0.0504,Alabama
11-09-16,0.3364,0.5553,0.0584,0.05,Alabama
12-09-16,0.3354,0.5567,0.0581,0.0497,Alabama
13-09-16,0.3368,0.5557,0.0579,0.0496,Alabama
14-09-16,0.3385,0.5552,0.0572,0.0492,Alabama
15-09-16,0.3387,0.5562,0.0565,0.0487,Alabama
16-09-16,0.3383,0.5585,0.0553,0.048,Alabama
17-09-16,0.3387,0.5598,0.0542,0.0472,Alabama
18-09-16,0.3399,0.5611,0.0528,0.0463,Alabama
19-09-16,0.34,0.5639,0.0509,0.0452,Alabama
20-09-16,0.3418,0.5652,0.0488,0.0441,Alabama
21-09-16,0.3443,0.5658,0.0469,0.043,Alabama
22-09-16,0.3447,0.569,0.0447,0.0416,Alabama
23-09-16,0.3452,0.5728,0.0421,0.04,Alabama
24-09-16,0.3446,0.5775,0.0395,0.0384,Alabama
25-09-16,0.3477,0.5731,0.0405,0.0388,Alabama
26-09-16,0.3498,0.5697,0.0414,0.0391,Alabama
27-09-16,0.3534,0.565,0.0422,0.0394,Alabama
28-09-16,0.3565,0.5607,0.043,0.0397,Alabama
29-09-16,0.3598,0.557,0.0434,0.0398,Alabama
30-09-16,0.3617,0.5549,0.0436,0.0398,Alabama
01-10-16,0.3634,0.5531,0.0436,0.0398,Alabama
02-10-16,0.364,0.5532,0.0433,0.0395,Alabama
03-10-16,0.3638,0.5541,0.0429,0.0392,Alabama
04-10-16,0.3639,0.5551,0.0423,0.0387,Alabama
05-10-16,0.3641,0.5563,0.0414,0.0382,Alabama
06-10-16,0.3634,0.5588,0.0403,0.0375,Alabama
07-10-16,0.3634,0.5605,0.0393,0.0368,Alabama
08-10-16,0.3627,0.563,0.0383,0.0361,Alabama
09-10-16,0.3647,0.5601,0.0388,0.0363,Alabama
10-10-16,0.3674,0.5566,0.0394,0.0366,Alabama
11-10-16,0.3677,0.5563,0.0394,0.0366,Alabama
12-10-16,0.3678,0.5562,0.0394,0.0366,Alabama
01-04-16,0.3735,0.4124,0.0311,0.1829,Alaska
02-04-16,0.3736,0.4122,0.0311,0.1831,Alaska
03-04-16,0.3727,0.4132,0.0311,0.1829,Alaska
04-04-16,0.3717,0.4142,0.0313,0.1828,Alaska
05-04-16,0.3707,0.415,0.0314,0.1829,Alaska
06-04-16,0.3696,0.416,0.0316,0.1829,Alaska
07-04-16,0.37,0.4153,0.0318,0.183,Alaska
08-04-16,0.3703,0.4144,0.0321,0.1833,Alaska
09-04-16,0.3704,0.4136,0.0323,0.1836,Alaska
10-04-16,0.3698,0.4135,0.0326,0.1841,Alaska
11-04-16,0.3696,0.4131,0.033,0.1843,Alaska
12-04-16,0.3692,0.4127,0.0334,0.1847,Alaska
13-04-16,0.3688,0.4124,0.0338,0.185,Alaska
14-04-16,0.3686,0.4119,0.0342,0.1853,Alaska
15-04-16,0.3682,0.4124,0.0344,0.185,Alaska
16-04-16,0.3684,0.4119,0.0347,0.1849,Alaska
17-04-16,0.3683,0.4117,0.0351,0.1848,Alaska
18-04-16,0.3681,0.4114,0.0355,0.185,Alaska
19-04-16,0.3678,0.4111,0.036,0.1851,Alaska
20-04-16,0.3662,0.4121,0.0365,0.1853,Alaska
21-04-16,0.365,0.4126,0.037,0.1854,Alaska
22-04-16,0.3634,0.4131,0.0375,0.1859,Alaska
23-04-16,0.3619,0.414,0.0381,0.1861,Alaska
24-04-16,0.3611,0.4137,0.0386,0.1865,Alaska
25-04-16,0.3598,0.414,0.0393,0.1869,Alaska
26-04-16,0.3586,0.4142,0.0399,0.1874,Alaska
27-04-16,0.3562,0.4157,0.0406,0.1875,Alaska
28-04-16,0.3541,0.4167,0.0413,0.1879,Alaska
29-04-16,0.3518,0.4178,0.0421,0.1883,Alaska
30-04-16,0.3494,0.4187,0.0429,0.189,Alaska
01-05-16,0.3475,0.419,0.0438,0.1896,Alaska
02-05-16,0.3456,0.4194,0.0447,0.1902,Alaska
03-05-16,0.3439,0.4196,0.0457,0.1908,Alaska
04-05-16,0.3419,0.4204,0.0465,0.1913,Alaska
05-05-16,0.3397,0.4213,0.0474,0.1916,Alaska
06-05-16,0.3379,0.4216,0.0484,0.1921,Alaska
07-05-16,0.3361,0.422,0.0494,0.1926,Alaska
08-05-16,0.3351,0.4216,0.0505,0.1928,Alaska
09-05-16,0.3341,0.4214,0.0515,0.1929,Alaska
10-05-16,0.3333,0.4208,0.0528,0.1932,Alaska
11-05-16,0.3323,0.4203,0.054,0.1933,Alaska
12-05-16,0.3305,0.4209,0.0554,0.1933,Alaska
13-05-16,0.3292,0.4205,0.0569,0.1934,Alaska
14-05-16,0.3281,0.42,0.0584,0.1935,Alaska
15-05-16,0.3273,0.4197,0.0596,0.1934,Alaska
16-05-16,0.3274,0.4189,0.0608,0.1929,Alaska
17-05-16,0.3279,0.4174,0.0622,0.1925,Alaska
18-05-16,0.3282,0.4162,0.0636,0.192,Alaska
19-05-16,0.328,0.4154,0.0651,0.1915,Alaska
20-05-16,0.3278,0.4146,0.0666,0.1909,Alaska
21-05-16,0.3272,0.4143,0.0683,0.1903,Alaska
22-05-16,0.3274,0.4121,0.0703,0.1901,Alaska
23-05-16,0.3278,0.4102,0.0723,0.1897,Alaska
24-05-16,0.3275,0.4087,0.0743,0.1895,Alaska
25-05-16,0.327,0.4074,0.0761,0.1894,Alaska
26-05-16,0.3266,0.4065,0.0778,0.189,Alaska
27-05-16,0.3271,0.4053,0.0793,0.1884,Alaska
28-05-16,0.3276,0.4035,0.081,0.1879,Alaska
29-05-16,0.3278,0.4022,0.0827,0.1874,Alaska
30-05-16,0.3285,0.4004,0.0843,0.1869,Alaska
31-05-16,0.3283,0.3986,0.0865,0.1866,Alaska
01-06-16,0.3273,0.3985,0.0884,0.1857,Alaska
02-06-16,0.3264,0.3984,0.0902,0.1849,Alaska
03-06-16,0.326,0.3979,0.0922,0.1839,Alaska
04-06-16,0.325,0.3974,0.0943,0.1833,Alaska
05-06-16,0.3263,0.3955,0.096,0.1822,Alaska
06-06-16,0.3268,0.3942,0.0978,0.1812,Alaska
07-06-16,0.3273,0.3931,0.0995,0.1801,Alaska
08-06-16,0.327,0.3925,0.1012,0.1792,Alaska
09-06-16,0.3268,0.3918,0.1031,0.1783,Alaska
10-06-16,0.3268,0.3914,0.1046,0.1772,Alaska
11-06-16,0.3267,0.3908,0.1062,0.1763,Alaska
12-06-16,0.3261,0.3904,0.1081,0.1754,Alaska
13-06-16,0.3256,0.39,0.1099,0.1744,Alaska
14-06-16,0.3251,0.39,0.1117,0.1732,Alaska
15-06-16,0.3252,0.3888,0.1138,0.1723,Alaska
16-06-16,0.3246,0.3881,0.116,0.1713,Alaska
17-06-16,0.3239,0.3878,0.118,0.1703,Alaska
18-06-16,0.3233,0.3868,0.1205,0.1694,Alaska
19-06-16,0.324,0.387,0.1213,0.1678,Alaska
20-06-16,0.324,0.3876,0.1216,0.1667,Alaska
21-06-16,0.3245,0.3877,0.1221,0.1657,Alaska
22-06-16,0.3234,0.3913,0.1207,0.1645,Alaska
23-06-16,0.323,0.3927,0.1208,0.1635,Alaska
24-06-16,0.3235,0.3933,0.1206,0.1626,Alaska
25-06-16,0.3237,0.3936,0.121,0.1617,Alaska
26-06-16,0.3239,0.3942,0.1212,0.1606,Alaska
27-06-16,0.3242,0.3946,0.1215,0.1596,Alaska
28-06-16,0.3224,0.3939,0.1242,0.1595,Alaska
29-06-16,0.3212,0.3928,0.1269,0.1591,Alaska
30-06-16,0.32,0.3914,0.1298,0.1588,Alaska
01-07-16,0.3196,0.3901,0.1319,0.1585,Alaska
02-07-16,0.3181,0.3897,0.1342,0.1579,Alaska
03-07-16,0.3168,0.389,0.1368,0.1574,Alaska
04-07-16,0.3154,0.3888,0.1391,0.1568,Alaska
05-07-16,0.3138,0.3882,0.1417,0.1562,Alaska
06-07-16,0.3126,0.3873,0.1444,0.1557,Alaska
07-07-16,0.3114,0.3867,0.147,0.155,Alaska
08-07-16,0.3102,0.3866,0.1489,0.1543,Alaska
09-07-16,0.3081,0.3863,0.1521,0.1535,Alaska
10-07-16,0.3059,0.3864,0.1553,0.1524,Alaska
11-07-16,0.3055,0.3871,0.1564,0.151,Alaska
12-07-16,0.3053,0.3885,0.1568,0.1493,Alaska
13-07-16,0.3056,0.3894,0.1572,0.1478,Alaska
14-07-16,0.3057,0.3902,0.1578,0.1463,Alaska
15-07-16,0.3062,0.3908,0.1581,0.1449,Alaska
16-07-16,0.3053,0.392,0.1592,0.1435,Alaska
17-07-16,0.3047,0.3928,0.1604,0.1421,Alaska
18-07-16,0.3041,0.3938,0.1614,0.1407,Alaska
19-07-16,0.304,0.3949,0.162,0.1392,Alaska
20-07-16,0.3033,0.3958,0.1632,0.1377,Alaska
21-07-16,0.304,0.3949,0.1649,0.1361,Alaska
22-07-16,0.3056,0.3937,0.166,0.1347,Alaska
23-07-16,0.3064,0.3935,0.167,0.1331,Alaska
24-07-16,0.3082,0.3926,0.1676,0.1316,Alaska
25-07-16,0.3099,0.392,0.1682,0.13,Alaska
26-07-16,0.3115,0.3913,0.1687,0.1284,Alaska
27-07-16,0.3136,0.3899,0.1696,0.127,Alaska
28-07-16,0.3155,0.3885,0.1705,0.1255,Alaska
29-07-16,0.3186,0.386,0.171,0.1243,Alaska
30-07-16,0.3205,0.3842,0.1723,0.123,Alaska
31-07-16,0.3236,0.381,0.1737,0.1217,Alaska
01-08-16,0.3238,0.3798,0.1757,0.1207,Alaska
02-08-16,0.3245,0.3777,0.1779,0.1198,Alaska
03-08-16,0.3246,0.3762,0.1803,0.1189,Alaska
04-08-16,0.3246,0.3751,0.1827,0.1176,Alaska
05-08-16,0.3251,0.3731,0.1851,0.1167,Alaska
06-08-16,0.3242,0.3719,0.1883,0.1156,Alaska
07-08-16,0.3232,0.3711,0.191,0.1147,Alaska
08-08-16,0.3229,0.3706,0.1928,0.1137,Alaska
09-08-16,0.3228,0.369,0.1954,0.1128,Alaska
10-08-16,0.3226,0.3702,0.1956,0.1116,Alaska
11-08-16,0.3228,0.3712,0.1957,0.1104,Alaska
12-08-16,0.3241,0.3718,0.1948,0.1093,Alaska
13-08-16,0.3248,0.3721,0.1951,0.108,Alaska
14-08-16,0.3254,0.3717,0.1959,0.107,Alaska
15-08-16,0.326,0.3714,0.1967,0.1059,Alaska
16-08-16,0.3271,0.3718,0.1963,0.1048,Alaska
17-08-16,0.3279,0.373,0.1952,0.1038,Alaska
18-08-16,0.3265,0.3759,0.1948,0.1027,Alaska
19-08-16,0.3252,0.379,0.194,0.1018,Alaska
20-08-16,0.3233,0.3816,0.1942,0.1009,Alaska
21-08-16,0.322,0.3836,0.1946,0.0998,Alaska
22-08-16,0.3217,0.3851,0.1944,0.0988,Alaska
23-08-16,0.3213,0.3866,0.1941,0.098,Alaska
24-08-16,0.3208,0.3884,0.1936,0.0972,Alaska
25-08-16,0.3199,0.39,0.1937,0.0963,Alaska
26-08-16,0.3197,0.392,0.1927,0.0955,Alaska
27-08-16,0.3174,0.3909,0.197,0.0947,Alaska
28-08-16,0.3147,0.3877,0.2036,0.094,Alaska
29-08-16,0.3114,0.3846,0.2106,0.0934,Alaska
30-08-16,0.3087,0.3808,0.2178,0.0927,Alaska
31-08-16,0.3046,0.3759,0.2277,0.0918,Alaska
01-09-16,0.3065,0.3771,0.225,0.0913,Alaska
02-09-16,0.3077,0.3796,0.2217,0.0911,Alaska
03-09-16,0.308,0.3819,0.2194,0.0906,Alaska
04-09-16,0.3087,0.3839,0.2173,0.0902,Alaska
05-09-16,0.3095,0.3847,0.216,0.0899,Alaska
06-09-16,0.3108,0.3853,0.2144,0.0895,Alaska
07-09-16,0.3117,0.3865,0.2127,0.0891,Alaska
08-09-16,0.3133,0.3889,0.2092,0.0887,Alaska
09-09-16,0.3147,0.3917,0.2053,0.0883,Alaska
10-09-16,0.3149,0.3951,0.2021,0.0879,Alaska
11-09-16,0.3143,0.3978,0.2004,0.0874,Alaska
12-09-16,0.3138,0.3994,0.1997,0.0871,Alaska
13-09-16,0.3153,0.3989,0.1989,0.0868,Alaska
14-09-16,0.3175,0.3993,0.1969,0.0863,Alaska
15-09-16,0.3185,0.401,0.1949,0.0857,Alaska
16-09-16,0.3194,0.4049,0.191,0.0846,Alaska
17-09-16,0.321,0.4074,0.1879,0.0836,Alaska
18-09-16,0.3237,0.4103,0.1837,0.0824,Alaska
19-09-16,0.3259,0.415,0.1782,0.081,Alaska
20-09-16,0.3297,0.4186,0.1722,0.0795,Alaska
21-09-16,0.3341,0.4216,0.1663,0.078,Alaska
22-09-16,0.337,0.4271,0.1598,0.0761,Alaska
23-09-16,0.3403,0.4346,0.1512,0.0739,Alaska
24-09-16,0.3428,0.4422,0.1435,0.0715,Alaska
25-09-16,0.3446,0.437,0.1464,0.072,Alaska
26-09-16,0.3456,0.433,0.1491,0.0723,Alaska
27-09-16,0.3479,0.428,0.1515,0.0727,Alaska
28-09-16,0.3498,0.4233,0.154,0.0729,Alaska
29-09-16,0.3522,0.4196,0.1551,0.073,Alaska
30-09-16,0.3543,0.4162,0.1562,0.0733,Alaska
01-10-16,0.3558,0.4147,0.1563,0.0732,Alaska
02-10-16,0.3567,0.4152,0.1554,0.0727,Alaska
03-10-16,0.3571,0.4166,0.154,0.0722,Alaska
04-10-16,0.358,0.4182,0.1523,0.0716,Alaska
05-10-16,0.3593,0.4204,0.1496,0.0707,Alaska
06-10-16,0.3601,0.4239,0.1463,0.0697,Alaska
07-10-16,0.361,0.4278,0.1426,0.0686,Alaska
08-10-16,0.3618,0.4315,0.1392,0.0676,Alaska
09-10-16,0.3629,0.4283,0.1409,0.0679,Alaska
10-10-16,0.3647,0.4245,0.1426,0.0682,Alaska
11-10-16,0.3649,0.4243,0.1426,0.0682,Alaska
12-10-16,0.365,0.4241,0.1427,0.0682,Alaska
01-04-16,0.4394,0.4017,0.012,0.1468,Arizona
02-04-16,0.4396,0.4015,0.012,0.1469,Arizona
03-04-16,0.4386,0.4026,0.012,0.1468,Arizona
04-04-16,0.4375,0.4036,0.0121,0.1468,Arizona
05-04-16,0.4364,0.4046,0.0121,0.1469,Arizona
06-04-16,0.4352,0.4056,0.0122,0.147,Arizona
07-04-16,0.4358,0.4049,0.0123,0.147,Arizona
08-04-16,0.4366,0.4038,0.0123,0.1473,Arizona
09-04-16,0.4369,0.4031,0.0124,0.1476,Arizona
10-04-16,0.4363,0.4032,0.0126,0.148,Arizona
11-04-16,0.4361,0.4029,0.0127,0.1482,Arizona
12-04-16,0.4359,0.4027,0.0129,0.1485,Arizona
13-04-16,0.4356,0.4026,0.013,0.1488,Arizona
14-04-16,0.4355,0.4022,0.0132,0.1491,Arizona
15-04-16,0.435,0.4028,0.0133,0.1489,Arizona
16-04-16,0.4354,0.4024,0.0134,0.1488,Arizona
17-04-16,0.4354,0.4023,0.0136,0.1487,Arizona
18-04-16,0.4352,0.4022,0.0137,0.1489,Arizona
19-04-16,0.4351,0.402,0.0139,0.1491,Arizona
20-04-16,0.4334,0.4032,0.0141,0.1493,Arizona
21-04-16,0.4322,0.404,0.0143,0.1495,Arizona
22-04-16,0.4306,0.4051,0.0145,0.1498,Arizona
23-04-16,0.4291,0.4062,0.0147,0.15,Arizona
24-04-16,0.4283,0.4062,0.015,0.1505,Arizona
25-04-16,0.4271,0.4068,0.0152,0.1509,Arizona
26-04-16,0.4259,0.4073,0.0155,0.1513,Arizona
27-04-16,0.4235,0.4091,0.0158,0.1516,Arizona
28-04-16,0.4214,0.4105,0.0161,0.1521,Arizona
29-04-16,0.419,0.4125,0.0163,0.1522,Arizona
30-04-16,0.4166,0.4138,0.0167,0.1529,Arizona
01-05-16,0.4147,0.4146,0.0171,0.1536,Arizona
02-05-16,0.4129,0.4154,0.0174,0.1542,Arizona
03-05-16,0.4113,0.416,0.0178,0.1549,Arizona
04-05-16,0.4092,0.4172,0.0181,0.1554,Arizona
05-05-16,0.4071,0.4186,0.0185,0.1558,Arizona
06-05-16,0.4043,0.4204,0.0189,0.1563,Arizona
07-05-16,0.4025,0.4213,0.0193,0.1569,Arizona
08-05-16,0.4018,0.4212,0.0198,0.1572,Arizona
09-05-16,0.4009,0.4214,0.0202,0.1574,Arizona
10-05-16,0.4003,0.4212,0.0207,0.1578,Arizona
11-05-16,0.3995,0.4212,0.0212,0.1581,Arizona
12-05-16,0.3978,0.4223,0.0218,0.1582,Arizona
13-05-16,0.3961,0.4231,0.0224,0.1584,Arizona
14-05-16,0.3952,0.4231,0.023,0.1587,Arizona
15-05-16,0.3945,0.4233,0.0235,0.1587,Arizona
16-05-16,0.3949,0.4226,0.024,0.1584,Arizona
17-05-16,0.3959,0.4214,0.0246,0.1581,Arizona
18-05-16,0.3964,0.4205,0.0252,0.1579,Arizona
19-05-16,0.3965,0.4201,0.0258,0.1576,Arizona
20-05-16,0.3968,0.4202,0.0263,0.1568,Arizona
21-05-16,0.3964,0.4202,0.0269,0.1564,Arizona
22-05-16,0.3972,0.4186,0.0278,0.1565,Arizona
23-05-16,0.3981,0.417,0.0286,0.1563,Arizona
24-05-16,0.3982,0.4161,0.0294,0.1563,Arizona
25-05-16,0.3981,0.4153,0.0302,0.1564,Arizona
26-05-16,0.3981,0.4148,0.0309,0.1563,Arizona
27-05-16,0.3989,0.4143,0.0313,0.1555,Arizona
28-05-16,0.4,0.4128,0.032,0.1552,Arizona
29-05-16,0.4005,0.4119,0.0327,0.1549,Arizona
30-05-16,0.4017,0.4103,0.0333,0.1546,Arizona
31-05-16,0.402,0.4091,0.0343,0.1546,Arizona
01-06-16,0.4013,0.4096,0.035,0.1541,Arizona
02-06-16,0.4007,0.4099,0.0358,0.1536,Arizona
03-06-16,0.4007,0.4103,0.0364,0.1526,Arizona
04-06-16,0.4001,0.4104,0.0373,0.1522,Arizona
05-06-16,0.402,0.4086,0.038,0.1514,Arizona
