Date,Clinton,Trump,Other,Undecided,State
12-10-16,0.4572,0.4358,0.0598,0.0472,Nevada
01-04-16,0.4633,0.3675,0.0112,0.158,New Hampshire
02-04-16,0.4635,0.3673,0.0112,0.1581,New Hampshire
03-04-16,0.4625,0.3683,0.0112,0.158,New Hampshire
04-04-16,0.4614,0.3693,0.0113,0.158,New Hampshire
05-04-16,0.4604,0.3702,0.0113,0.1581,New Hampshire
06-04-16,0.4592,0.3712,0.0114,0.1582,New Hampshire
07-04-16,0.4597,0.3706,0.0114,0.1583,New Hampshire
08-04-16,0.4606,0.3695,0.0115,0.1584,New Hampshire
09-04-16,0.4608,0.3688,0.0116,0.1587,New Hampshire
10-04-16,0.4602,0.3689,0.0117,0.1591,New Hampshire
11-04-16,0.4601,0.3687,0.0119,0.1594,New Hampshire
12-04-16,0.4598,0.3685,0.012,0.1598,New Hampshire
13-04-16,0.4595,0.3683,0.0121,0.1601,New Hampshire
14-04-16,0.4593,0.368,0.0123,0.1604,New Hampshire
15-04-16,0.46,0.3678,0.0124,0.1598,New Hampshire
16-04-16,0.4604,0.3674,0.0125,0.1597,New Hampshire
17-04-16,0.4603,0.3674,0.0126,0.1597,New Hampshire
18-04-16,0.4602,0.3672,0.0128,0.1598,New Hampshire
19-04-16,0.46,0.367,0.013,0.16,New Hampshire
20-04-16,0.4584,0.3682,0.0131,0.1603,New Hampshire
21-04-16,0.4572,0.369,0.0133,0.1605,New Hampshire
22-04-16,0.455,0.371,0.0135,0.1604,New Hampshire
23-04-16,0.4535,0.3721,0.0137,0.1606,New Hampshire
24-04-16,0.4528,0.3721,0.0139,0.1611,New Hampshire
25-04-16,0.4515,0.3727,0.0142,0.1616,New Hampshire
26-04-16,0.4503,0.3732,0.0144,0.1621,New Hampshire
27-04-16,0.4479,0.375,0.0147,0.1624,New Hampshire
28-04-16,0.4458,0.3763,0.015,0.163,New Hampshire
29-04-16,0.4429,0.3787,0.0152,0.1632,New Hampshire
30-04-16,0.4404,0.3801,0.0156,0.1639,New Hampshire
01-05-16,0.4385,0.3808,0.0159,0.1647,New Hampshire
02-05-16,0.4367,0.3816,0.0163,0.1654,New Hampshire
03-05-16,0.435,0.3822,0.0166,0.1661,New Hampshire
04-05-16,0.4329,0.3834,0.0169,0.1667,New Hampshire
05-05-16,0.4308,0.3847,0.0173,0.1672,New Hampshire
06-05-16,0.4283,0.3868,0.0177,0.1673,New Hampshire
07-05-16,0.4264,0.3876,0.0181,0.168,New Hampshire
08-05-16,0.4256,0.3876,0.0185,0.1683,New Hampshire
09-05-16,0.4248,0.3878,0.0189,0.1686,New Hampshire
10-05-16,0.4241,0.3876,0.0194,0.169,New Hampshire
11-05-16,0.4233,0.3876,0.0198,0.1693,New Hampshire
12-05-16,0.4215,0.3886,0.0204,0.1695,New Hampshire
13-05-16,0.4195,0.3904,0.0209,0.1692,New Hampshire
14-05-16,0.4186,0.3904,0.0215,0.1695,New Hampshire
15-05-16,0.4179,0.3906,0.022,0.1695,New Hampshire
16-05-16,0.4183,0.39,0.0224,0.1693,New Hampshire
17-05-16,0.4193,0.3888,0.0229,0.169,New Hampshire
18-05-16,0.4199,0.388,0.0235,0.1687,New Hampshire
19-05-16,0.42,0.3876,0.0241,0.1684,New Hampshire
20-05-16,0.4191,0.3885,0.0246,0.1677,New Hampshire
21-05-16,0.4188,0.3886,0.0253,0.1673,New Hampshire
22-05-16,0.4196,0.387,0.026,0.1674,New Hampshire
23-05-16,0.4204,0.3856,0.0268,0.1672,New Hampshire
24-05-16,0.4206,0.3846,0.0276,0.1672,New Hampshire
25-05-16,0.4205,0.3839,0.0283,0.1673,New Hampshire
26-05-16,0.4204,0.3835,0.0289,0.1672,New Hampshire
27-05-16,0.4201,0.384,0.0296,0.1664,New Hampshire
28-05-16,0.4211,0.3826,0.0302,0.1661,New Hampshire
29-05-16,0.4217,0.3817,0.0309,0.1658,New Hampshire
30-05-16,0.4229,0.3802,0.0315,0.1654,New Hampshire
31-05-16,0.4232,0.379,0.0324,0.1654,New Hampshire
01-06-16,0.4225,0.3795,0.0331,0.1648,New Hampshire
02-06-16,0.4219,0.3799,0.0338,0.1644,New Hampshire
03-06-16,0.4212,0.3806,0.0347,0.1635,New Hampshire
04-06-16,0.4205,0.3807,0.0356,0.1632,New Hampshire
05-06-16,0.4225,0.379,0.0362,0.1623,New Hampshire
06-06-16,0.4235,0.3781,0.0369,0.1615,New Hampshire
07-06-16,0.4244,0.3773,0.0376,0.1607,New Hampshire
08-06-16,0.4245,0.3772,0.0383,0.16,New Hampshire
09-06-16,0.4247,0.3769,0.039,0.1594,New Hampshire
10-06-16,0.4246,0.3773,0.0397,0.1584,New Hampshire
11-06-16,0.4249,0.3771,0.0403,0.1577,New Hampshire
12-06-16,0.4247,0.3771,0.0411,0.1572,New Hampshire
13-06-16,0.4245,0.3772,0.0418,0.1565,New Hampshire
14-06-16,0.4242,0.3776,0.0425,0.1556,New Hampshire
15-06-16,0.4249,0.3769,0.0434,0.1549,New Hampshire
16-06-16,0.4247,0.3767,0.0443,0.1543,New Hampshire
17-06-16,0.4241,0.3774,0.0452,0.1533,New Hampshire
18-06-16,0.424,0.3771,0.0462,0.1528,New Hampshire
19-06-16,0.4249,0.3773,0.0465,0.1514,New Hampshire
20-06-16,0.425,0.378,0.0466,0.1504,New Hampshire
21-06-16,0.4257,0.3781,0.0468,0.1495,New Hampshire
22-06-16,0.424,0.3814,0.0462,0.1483,New Hampshire
23-06-16,0.4235,0.3828,0.0463,0.1475,New Hampshire
24-06-16,0.4244,0.3825,0.0466,0.1466,New Hampshire
25-06-16,0.4247,0.3828,0.0468,0.1458,New Hampshire
26-06-16,0.425,0.3834,0.0468,0.1448,New Hampshire
27-06-16,0.4254,0.3837,0.047,0.1439,New Hampshire
28-06-16,0.4239,0.3839,0.0481,0.1441,New Hampshire
29-06-16,0.4231,0.3836,0.0493,0.1441,New Hampshire
30-06-16,0.4224,0.383,0.0505,0.1441,New Hampshire
01-07-16,0.4225,0.3815,0.0519,0.1441,New Hampshire
02-07-16,0.4213,0.3819,0.053,0.1439,New Hampshire
03-07-16,0.4204,0.3819,0.0541,0.1436,New Hampshire
04-07-16,0.4192,0.3823,0.0551,0.1434,New Hampshire
05-07-16,0.418,0.3826,0.0563,0.1432,New Hampshire
06-07-16,0.4172,0.3825,0.0574,0.1429,New Hampshire
07-07-16,0.4164,0.3825,0.0586,0.1425,New Hampshire
08-07-16,0.4159,0.3818,0.0601,0.1422,New Hampshire
09-07-16,0.4142,0.3825,0.0616,0.1418,New Hampshire
10-07-16,0.4123,0.3835,0.063,0.1412,New Hampshire
11-07-16,0.4121,0.3845,0.0635,0.1399,New Hampshire
12-07-16,0.4119,0.386,0.0637,0.1384,New Hampshire
13-07-16,0.4123,0.3869,0.0638,0.137,New Hampshire
14-07-16,0.4125,0.3878,0.0641,0.1357,New Hampshire
15-07-16,0.4127,0.3878,0.0651,0.1345,New Hampshire
16-07-16,0.4118,0.3894,0.0656,0.1333,New Hampshire
17-07-16,0.4114,0.3904,0.0661,0.1321,New Hampshire
18-07-16,0.4109,0.3917,0.0666,0.1309,New Hampshire
19-07-16,0.4108,0.3929,0.0668,0.1295,New Hampshire
20-07-16,0.4102,0.3942,0.0674,0.1282,New Hampshire
21-07-16,0.4115,0.3935,0.0681,0.1269,New Hampshire
22-07-16,0.4155,0.3885,0.0701,0.1259,New Hampshire
23-07-16,0.4168,0.3884,0.0705,0.1244,New Hampshire
24-07-16,0.419,0.3873,0.0707,0.1229,New Hampshire
25-07-16,0.4211,0.3866,0.0709,0.1214,New Hampshire
26-07-16,0.4232,0.3858,0.0711,0.1199,New Hampshire
27-07-16,0.4258,0.3842,0.0715,0.1185,New Hampshire
28-07-16,0.4284,0.3827,0.0718,0.1171,New Hampshire
29-07-16,0.434,0.3765,0.0734,0.1161,New Hampshire
30-07-16,0.4364,0.3748,0.074,0.1148,New Hampshire
31-07-16,0.4404,0.3714,0.0745,0.1136,New Hampshire
01-08-16,0.4411,0.3706,0.0755,0.1128,New Hampshire
02-08-16,0.4425,0.3689,0.0765,0.1121,New Hampshire
03-08-16,0.4432,0.3678,0.0776,0.1113,New Hampshire
04-08-16,0.4438,0.3672,0.0787,0.1103,New Hampshire
05-08-16,0.4445,0.3642,0.0814,0.1099,New Hampshire
06-08-16,0.4442,0.3637,0.0829,0.1092,New Hampshire
07-08-16,0.4436,0.3636,0.0843,0.1085,New Hampshire
08-08-16,0.4436,0.3636,0.0852,0.1077,New Hampshire
09-08-16,0.4441,0.3624,0.0865,0.1069,New Hampshire
10-08-16,0.4439,0.3637,0.0866,0.1058,New Hampshire
11-08-16,0.4441,0.3646,0.0866,0.1046,New Hampshire
12-08-16,0.4428,0.3653,0.0881,0.1038,New Hampshire
13-08-16,0.4436,0.3656,0.0882,0.1026,New Hampshire
14-08-16,0.4445,0.3653,0.0886,0.1016,New Hampshire
15-08-16,0.4454,0.3651,0.089,0.1006,New Hampshire
16-08-16,0.4466,0.3652,0.0887,0.0995,New Hampshire
17-08-16,0.4473,0.366,0.0882,0.0985,New Hampshire
18-08-16,0.4456,0.369,0.088,0.0975,New Hampshire
19-08-16,0.4423,0.3715,0.0895,0.0968,New Hampshire
20-08-16,0.4401,0.3744,0.0897,0.0959,New Hampshire
21-08-16,0.4386,0.3766,0.0899,0.095,New Hampshire
22-08-16,0.4381,0.378,0.0898,0.094,New Hampshire
23-08-16,0.4376,0.3795,0.0896,0.0933,New Hampshire
24-08-16,0.4369,0.3813,0.0894,0.0925,New Hampshire
25-08-16,0.4358,0.383,0.0895,0.0917,New Hampshire
26-08-16,0.4335,0.3845,0.091,0.091,New Hampshire
27-08-16,0.4316,0.3846,0.0933,0.0905,New Hampshire
28-08-16,0.4298,0.3831,0.0969,0.0902,New Hampshire
29-08-16,0.4275,0.3818,0.1007,0.0901,New Hampshire
30-08-16,0.4257,0.3799,0.1046,0.0898,New Hampshire
31-08-16,0.4228,0.3775,0.1101,0.0895,New Hampshire
01-09-16,0.4246,0.3779,0.1086,0.0889,New Hampshire
02-09-16,0.4233,0.3791,0.1091,0.0885,New Hampshire
03-09-16,0.4233,0.3809,0.1079,0.088,New Hampshire
04-09-16,0.4236,0.3823,0.1067,0.0874,New Hampshire
05-09-16,0.4243,0.3827,0.1059,0.0871,New Hampshire
06-09-16,0.4255,0.3829,0.1051,0.0866,New Hampshire
07-09-16,0.4262,0.3836,0.1041,0.0861,New Hampshire
08-09-16,0.4275,0.385,0.1021,0.0854,New Hampshire
09-09-16,0.4275,0.3867,0.1009,0.0848,New Hampshire
10-09-16,0.4271,0.3894,0.0992,0.0843,New Hampshire
11-09-16,0.426,0.3919,0.0983,0.0838,New Hampshire
12-09-16,0.4252,0.3933,0.0979,0.0835,New Hampshire
13-09-16,0.4269,0.3925,0.0974,0.0832,New Hampshire
14-09-16,0.4291,0.3921,0.0963,0.0825,New Hampshire
15-09-16,0.4298,0.3932,0.0952,0.0818,New Hampshire
16-09-16,0.4291,0.3962,0.094,0.0808,New Hampshire
17-09-16,0.4303,0.3978,0.0923,0.0796,New Hampshire
18-09-16,0.4325,0.3994,0.0899,0.0782,New Hampshire
19-09-16,0.4339,0.4025,0.0869,0.0766,New Hampshire
20-09-16,0.4372,0.4043,0.0836,0.0749,New Hampshire
21-09-16,0.4411,0.4054,0.0804,0.0731,New Hampshire
22-09-16,0.443,0.409,0.0769,0.0711,New Hampshire
23-09-16,0.4434,0.4149,0.0731,0.0687,New Hampshire
24-09-16,0.4446,0.4202,0.069,0.0662,New Hampshire
25-09-16,0.4472,0.4157,0.0705,0.0666,New Hampshire
26-09-16,0.4489,0.4122,0.0718,0.067,New Hampshire
27-09-16,0.4521,0.4075,0.073,0.0674,New Hampshire
28-09-16,0.4548,0.4033,0.0743,0.0677,New Hampshire
29-09-16,0.4578,0.3997,0.0748,0.0677,New Hampshire
30-09-16,0.4587,0.399,0.0747,0.0677,New Hampshire
01-10-16,0.4604,0.3973,0.0747,0.0675,New Hampshire
02-10-16,0.4612,0.3975,0.0742,0.0671,New Hampshire
03-10-16,0.4615,0.3985,0.0735,0.0666,New Hampshire
04-10-16,0.462,0.3996,0.0725,0.0659,New Hampshire
05-10-16,0.4628,0.401,0.0712,0.065,New Hampshire
06-10-16,0.463,0.4036,0.0694,0.0639,New Hampshire
07-10-16,0.4635,0.406,0.0677,0.0628,New Hampshire
08-10-16,0.4637,0.4087,0.0659,0.0617,New Hampshire
09-10-16,0.4653,0.4058,0.0668,0.0621,New Hampshire
10-10-16,0.4677,0.4024,0.0676,0.0623,New Hampshire
11-10-16,0.468,0.4021,0.0676,0.0623,New Hampshire
12-10-16,0.4681,0.4019,0.0676,0.0624,New Hampshire
01-04-16,0.4991,0.3488,0.0111,0.1411,New Jersey
02-04-16,0.4992,0.3485,0.0111,0.1412,New Jersey
03-04-16,0.4982,0.3496,0.0111,0.1411,New Jersey
04-04-16,0.4971,0.3506,0.0111,0.1411,New Jersey
05-04-16,0.4961,0.3515,0.0112,0.1412,New Jersey
06-04-16,0.4949,0.3525,0.0112,0.1414,New Jersey
07-04-16,0.4954,0.3519,0.0113,0.1414,New Jersey
08-04-16,0.4961,0.351,0.0114,0.1415,New Jersey
09-04-16,0.4964,0.3503,0.0115,0.1418,New Jersey
10-04-16,0.4958,0.3504,0.0116,0.1422,New Jersey
11-04-16,0.4956,0.3502,0.0117,0.1425,New Jersey
12-04-16,0.4953,0.35,0.0119,0.1428,New Jersey
13-04-16,0.495,0.3499,0.012,0.1431,New Jersey
14-04-16,0.4949,0.3496,0.0122,0.1434,New Jersey
15-04-16,0.4952,0.3494,0.0123,0.1432,New Jersey
16-04-16,0.4955,0.349,0.0124,0.1431,New Jersey
17-04-16,0.4955,0.3489,0.0125,0.1431,New Jersey
18-04-16,0.4953,0.3488,0.0127,0.1433,New Jersey
19-04-16,0.4952,0.3486,0.0128,0.1434,New Jersey
20-04-16,0.4935,0.3498,0.013,0.1437,New Jersey
21-04-16,0.4923,0.3506,0.0132,0.1439,New Jersey
22-04-16,0.4909,0.3514,0.0134,0.1443,New Jersey
23-04-16,0.4893,0.3525,0.0136,0.1446,New Jersey
24-04-16,0.4886,0.3525,0.0138,0.1451,New Jersey
25-04-16,0.4873,0.3532,0.0141,0.1455,New Jersey
26-04-16,0.4861,0.3536,0.0143,0.146,New Jersey
27-04-16,0.4836,0.3555,0.0146,0.1463,New Jersey
28-04-16,0.4814,0.3568,0.0149,0.1469,New Jersey
29-04-16,0.4793,0.3581,0.0152,0.1475,New Jersey
30-04-16,0.4768,0.3595,0.0155,0.1482,New Jersey
01-05-16,0.4749,0.3603,0.0159,0.149,New Jersey
02-05-16,0.473,0.3612,0.0162,0.1497,New Jersey
03-05-16,0.4713,0.3618,0.0166,0.1503,New Jersey
04-05-16,0.4692,0.363,0.0169,0.1509,New Jersey
05-05-16,0.467,0.3644,0.0173,0.1514,New Jersey
06-05-16,0.4652,0.3651,0.0176,0.1521,New Jersey
07-05-16,0.4633,0.366,0.018,0.1527,New Jersey
08-05-16,0.4625,0.366,0.0185,0.153,New Jersey
09-05-16,0.4616,0.3662,0.0189,0.1533,New Jersey
10-05-16,0.4609,0.3661,0.0194,0.1536,New Jersey
11-05-16,0.4601,0.3661,0.0198,0.154,New Jersey
12-05-16,0.4583,0.3672,0.0203,0.1541,New Jersey
13-05-16,0.457,0.3675,0.021,0.1546,New Jersey
14-05-16,0.456,0.3676,0.0215,0.1549,New Jersey
15-05-16,0.4553,0.3677,0.022,0.1549,New Jersey
16-05-16,0.4557,0.3672,0.0225,0.1547,New Jersey
17-05-16,0.4567,0.366,0.023,0.1543,New Jersey
18-05-16,0.4573,0.3652,0.0235,0.154,New Jersey
19-05-16,0.4574,0.3648,0.0241,0.1538,New Jersey
20-05-16,0.4582,0.3635,0.0248,0.1535,New Jersey
21-05-16,0.4578,0.3636,0.0254,0.1531,New Jersey
22-05-16,0.4586,0.3621,0.0262,0.1532,New Jersey
23-05-16,0.4595,0.3606,0.0269,0.153,New Jersey
24-05-16,0.4596,0.3598,0.0277,0.153,New Jersey
25-05-16,0.4595,0.3591,0.0284,0.1531,New Jersey
26-05-16,0.4594,0.3586,0.0291,0.1529,New Jersey
27-05-16,0.4619,0.3565,0.0296,0.152,New Jersey
28-05-16,0.4629,0.3551,0.0303,0.1517,New Jersey
29-05-16,0.4635,0.3542,0.0309,0.1514,New Jersey
30-05-16,0.4647,0.3527,0.0315,0.1511,New Jersey
31-05-16,0.465,0.3516,0.0324,0.151,New Jersey
01-06-16,0.4643,0.3521,0.0331,0.1505,New Jersey
02-06-16,0.4636,0.3525,0.0338,0.1501,New Jersey
03-06-16,0.4636,0.3525,0.0347,0.1492,New Jersey
04-06-16,0.463,0.3526,0.0355,0.1489,New Jersey
05-06-16,0.4649,0.3509,0.0361,0.148,New Jersey
06-06-16,0.4659,0.35,0.0369,0.1473,New Jersey
07-06-16,0.4668,0.3492,0.0375,0.1465,New Jersey
08-06-16,0.4669,0.349,0.0382,0.1459,New Jersey
09-06-16,0.4671,0.3487,0.0389,0.1453,New Jersey
10-06-16,0.4677,0.3485,0.0396,0.1443,New Jersey
11-06-16,0.468,0.3482,0.0402,0.1436,New Jersey
12-06-16,0.4677,0.3482,0.041,0.1431,New Jersey
13-06-16,0.4675,0.3483,0.0417,0.1425,New Jersey
14-06-16,0.4672,0.3487,0.0424,0.1417,New Jersey
15-06-16,0.4678,0.3479,0.0433,0.141,New Jersey
16-06-16,0.4676,0.3478,0.0442,0.1404,New Jersey
17-06-16,0.4677,0.3478,0.0451,0.1395,New Jersey
18-06-16,0.4675,0.3474,0.0461,0.1389,New Jersey
19-06-16,0.4684,0.3475,0.0464,0.1376,New Jersey
20-06-16,0.4685,0.3482,0.0465,0.1368,New Jersey
21-06-16,0.4692,0.3482,0.0467,0.1359,New Jersey
22-06-16,0.4675,0.3514,0.0462,0.1349,New Jersey
23-06-16,0.467,0.3527,0.0462,0.1341,New Jersey
24-06-16,0.4677,0.3527,0.0465,0.1332,New Jersey
25-06-16,0.468,0.3529,0.0467,0.1324,New Jersey
26-06-16,0.4683,0.3534,0.0467,0.1315,New Jersey
27-06-16,0.4687,0.3538,0.0469,0.1307,New Jersey
28-06-16,0.4671,0.354,0.048,0.1309,New Jersey
29-06-16,0.4663,0.3537,0.0492,0.1308,New Jersey
30-06-16,0.4655,0.3531,0.0504,0.1309,New Jersey
01-07-16,0.4651,0.3531,0.0514,0.1304,New Jersey
02-07-16,0.4639,0.3535,0.0524,0.1302,New Jersey
03-07-16,0.4629,0.3536,0.0535,0.13,New Jersey
04-07-16,0.4617,0.354,0.0545,0.1298,New Jersey
05-07-16,0.4604,0.3543,0.0557,0.1296,New Jersey
06-07-16,0.4596,0.3542,0.0568,0.1294,New Jersey
07-07-16,0.4587,0.3543,0.058,0.1291,New Jersey
08-07-16,0.4577,0.3552,0.0589,0.1282,New Jersey
09-07-16,0.4559,0.3559,0.0603,0.1279,New Jersey
10-07-16,0.454,0.357,0.0617,0.1273,New Jersey
11-07-16,0.4537,0.3579,0.0622,0.1262,New Jersey
12-07-16,0.4535,0.3593,0.0624,0.1249,New Jersey
13-07-16,0.4538,0.3601,0.0625,0.1235,New Jersey
14-07-16,0.454,0.3608,0.0627,0.1224,New Jersey
15-07-16,0.4544,0.3619,0.063,0.1207,New Jersey
16-07-16,0.4535,0.3634,0.0635,0.1196,New Jersey
17-07-16,0.453,0.3644,0.064,0.1186,New Jersey
18-07-16,0.4525,0.3656,0.0645,0.1175,New Jersey
19-07-16,0.4524,0.3667,0.0647,0.1162,New Jersey
20-07-16,0.4518,0.3679,0.0653,0.115,New Jersey
21-07-16,0.453,0.3672,0.066,0.1138,New Jersey
22-07-16,0.4551,0.3662,0.0665,0.1121,New Jersey
23-07-16,0.4564,0.366,0.0669,0.1108,New Jersey
24-07-16,0.4587,0.3648,0.0671,0.1094,New Jersey
25-07-16,0.4608,0.364,0.0673,0.108,New Jersey
26-07-16,0.4629,0.3631,0.0674,0.1066,New Jersey
27-07-16,0.4655,0.3614,0.0677,0.1053,New Jersey
28-07-16,0.4681,0.3599,0.068,0.104,New Jersey
29-07-16,0.4719,0.3573,0.0683,0.1025,New Jersey
30-07-16,0.4744,0.3555,0.0688,0.1013,New Jersey
31-07-16,0.4785,0.3521,0.0692,0.1001,New Jersey
01-08-16,0.4791,0.3513,0.0701,0.0994,New Jersey
02-08-16,0.4806,0.3496,0.071,0.0988,New Jersey
03-08-16,0.4813,0.3486,0.072,0.0981,New Jersey
04-08-16,0.4818,0.348,0.0731,0.0972,New Jersey
05-08-16,0.4825,0.3471,0.0743,0.0961,New Jersey
06-08-16,0.4821,0.3467,0.0758,0.0954,New Jersey
07-08-16,0.4816,0.3466,0.077,0.0949,New Jersey
08-08-16,0.4815,0.3465,0.0778,0.0941,New Jersey
09-08-16,0.4821,0.3454,0.079,0.0935,New Jersey
10-08-16,0.4818,0.3467,0.0791,0.0925,New Jersey
11-08-16,0.482,0.3475,0.0791,0.0914,New Jersey
12-08-16,0.4831,0.3479,0.0789,0.0902,New Jersey
13-08-16,0.4838,0.3481,0.079,0.0891,New Jersey
14-08-16,0.4848,0.3477,0.0793,0.0882,New Jersey
15-08-16,0.4856,0.3474,0.0796,0.0873,New Jersey
16-08-16,0.4868,0.3475,0.0794,0.0863,New Jersey
17-08-16,0.4875,0.3482,0.0789,0.0854,New Jersey
18-08-16,0.4856,0.351,0.0788,0.0846,New Jersey
19-08-16,0.4841,0.3537,0.0786,0.0835,New Jersey
20-08-16,0.4818,0.3566,0.0788,0.0828,New Jersey
21-08-16,0.4803,0.3587,0.079,0.082,New Jersey
22-08-16,0.4798,0.3601,0.0789,0.0812,New Jersey
23-08-16,0.4792,0.3615,0.0788,0.0805,New Jersey
24-08-16,0.4784,0.3632,0.0786,0.0799,New Jersey
25-08-16,0.4773,0.3648,0.0787,0.0792,New Jersey
26-08-16,0.477,0.3663,0.0785,0.0781,New Jersey
27-08-16,0.4752,0.3666,0.0805,0.0777,New Jersey
28-08-16,0.4735,0.3653,0.0836,0.0776,New Jersey
29-08-16,0.4712,0.3644,0.087,0.0775,New Jersey
30-08-16,0.4695,0.3628,0.0904,0.0773,New Jersey
31-08-16,0.4668,0.3608,0.0952,0.0772,New Jersey
01-09-16,0.4685,0.361,0.0939,0.0765,New Jersey
02-09-16,0.4677,0.3643,0.0922,0.0758,New Jersey
03-09-16,0.4676,0.366,0.0912,0.0753,New Jersey
04-09-16,0.4678,0.3672,0.0901,0.0748,New Jersey
05-09-16,0.4685,0.3676,0.0895,0.0745,New Jersey
06-09-16,0.4697,0.3676,0.0887,0.074,New Jersey
07-09-16,0.4703,0.3682,0.0879,0.0736,New Jersey
08-09-16,0.4715,0.3694,0.0862,0.073,New Jersey
09-09-16,0.4725,0.3706,0.0846,0.0723,New Jersey
10-09-16,0.4719,0.3731,0.0832,0.0719,New Jersey
11-09-16,0.4707,0.3754,0.0824,0.0714,New Jersey
12-09-16,0.4699,0.3768,0.0821,0.0712,New Jersey
13-09-16,0.4715,0.3759,0.0817,0.0709,New Jersey
14-09-16,0.4737,0.3754,0.0806,0.0703,New Jersey
15-09-16,0.4743,0.3763,0.0797,0.0697,New Jersey
16-09-16,0.475,0.3785,0.078,0.0685,New Jersey
17-09-16,0.4762,0.3798,0.0765,0.0675,New Jersey
18-09-16,0.4782,0.381,0.0745,0.0663,New Jersey
19-09-16,0.4794,0.3837,0.072,0.0649,New Jersey
20-09-16,0.4825,0.385,0.0692,0.0633,New Jersey
21-09-16,0.4862,0.3856,0.0664,0.0618,New Jersey
22-09-16,0.4879,0.3886,0.0635,0.06,New Jersey
23-09-16,0.4899,0.3924,0.0599,0.0578,New Jersey
24-09-16,0.4908,0.397,0.0565,0.0556,New Jersey
25-09-16,0.4936,0.3927,0.0578,0.056,New Jersey
26-09-16,0.4954,0.3894,0.0589,0.0563,New Jersey
27-09-16,0.4988,0.3848,0.0598,0.0566,New Jersey
28-09-16,0.5016,0.3808,0.0608,0.0568,New Jersey
29-09-16,0.5047,0.3772,0.0612,0.0569,New Jersey
30-09-16,0.5069,0.3749,0.0613,0.0569,New Jersey
01-10-16,0.5087,0.3732,0.0613,0.0567,New Jersey
02-10-16,0.5095,0.3733,0.0609,0.0563,New Jersey
03-10-16,0.5096,0.3742,0.0603,0.0559,New Jersey
04-10-16,0.5101,0.3751,0.0595,0.0553,New Jersey
05-10-16,0.5108,0.3763,0.0584,0.0545,New Jersey
06-10-16,0.5108,0.3786,0.0569,0.0536,New Jersey
07-10-16,0.5114,0.3804,0.0555,0.0526,New Jersey
08-10-16,0.5114,0.3828,0.0541,0.0517,New Jersey
09-10-16,0.5132,0.3801,0.0548,0.052,New Jersey
10-10-16,0.5157,0.3768,0.0554,0.0522,New Jersey
11-10-16,0.5159,0.3765,0.0554,0.0522,New Jersey
12-10-16,0.516,0.3763,0.0554,0.0522,New Jersey
01-04-16,0.4793,0.3614,0.0402,0.1191,New Mexico
02-04-16,0.4794,0.3612,0.0403,0.1192,New Mexico
03-04-16,0.4784,0.3622,0.0403,0.1191,New Mexico
04-04-16,0.4773,0.3632,0.0405,0.1191,New Mexico
05-04-16,0.4762,0.364,0.0406,0.1192,New Mexico
06-04-16,0.4749,0.365,0.0408,0.1193,New Mexico
07-04-16,0.4753,0.3643,0.0411,0.1193,New Mexico
08-04-16,0.4758,0.3634,0.0414,0.1194,New Mexico
09-04-16,0.476,0.3627,0.0417,0.1196,New Mexico
10-04-16,0.4753,0.3627,0.0422,0.1199,New Mexico
11-04-16,0.475,0.3623,0.0426,0.1201,New Mexico
12-04-16,0.4745,0.3621,0.0431,0.1203,New Mexico
13-04-16,0.4741,0.3618,0.0436,0.1205,New Mexico
14-04-16,0.4738,0.3614,0.0441,0.1207,New Mexico
15-04-16,0.4738,0.3611,0.0445,0.1206,New Mexico
16-04-16,0.474,0.3606,0.0449,0.1205,New Mexico
17-04-16,0.4738,0.3604,0.0454,0.1204,New Mexico
18-04-16,0.4735,0.3601,0.046,0.1205,New Mexico
19-04-16,0.4731,0.3598,0.0466,0.1206,New Mexico
20-04-16,0.4712,0.3608,0.0472,0.1207,New Mexico
21-04-16,0.4699,0.3614,0.0479,0.1209,New Mexico
22-04-16,0.4679,0.3624,0.0486,0.1211,New Mexico
23-04-16,0.4662,0.3633,0.0493,0.1213,New Mexico
24-04-16,0.4652,0.3632,0.05,0.1216,New Mexico
25-04-16,0.4637,0.3636,0.0508,0.1219,New Mexico
26-04-16,0.4623,0.3639,0.0516,0.1222,New Mexico
27-04-16,0.4596,0.3654,0.0526,0.1224,New Mexico
28-04-16,0.4571,0.3665,0.0536,0.1228,New Mexico
29-04-16,0.4551,0.3672,0.0545,0.1232,New Mexico
30-04-16,0.4523,0.3683,0.0557,0.1237,New Mexico
01-05-16,0.4501,0.3688,0.0569,0.1242,New Mexico
02-05-16,0.4479,0.3693,0.0581,0.1247,New Mexico
03-05-16,0.4459,0.3696,0.0594,0.1251,New Mexico
04-05-16,0.4435,0.3705,0.0605,0.1255,New Mexico
05-05-16,0.441,0.3715,0.0617,0.1257,New Mexico
06-05-16,0.4388,0.372,0.063,0.1262,New Mexico
07-05-16,0.4366,0.3725,0.0644,0.1266,New Mexico
08-05-16,0.4354,0.3721,0.0658,0.1267,New Mexico
09-05-16,0.434,0.372,0.0672,0.1268,New Mexico
10-05-16,0.4329,0.3714,0.0688,0.1269,New Mexico
11-05-16,0.4316,0.371,0.0704,0.1271,New Mexico
12-05-16,0.4293,0.3716,0.0722,0.127,New Mexico
13-05-16,0.4282,0.3707,0.074,0.127,New Mexico
14-05-16,0.4267,0.3702,0.076,0.1271,New Mexico
15-05-16,0.4256,0.3699,0.0775,0.127,New Mexico
